id,asset_id,actor_user_id,event_type,from_location_id,to_location_id,from_custodian_user_id,to_custodian_user_id,event_data,occurred_at
fe1a4967-f34f-403b-9c07-24f7a575e549,4c087f81-dfb3-4e3c-9ba1-8c19d03d83fa,60694a33-64df-4703-bb1f-20bc3948e683,created,,931086a7-6352-430d-894b-6363e4ac4388,,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00361""}",2020-03-11 00:00:00+00
eb25500e-7013-4ebb-88a7-8faf5225a12d,44d5410e-1a30-4e0c-b328-29cc18a1a9b4,60694a33-64df-4703-bb1f-20bc3948e683,imported,,824bea60-5daa-4553-8a8a-d2d710545d90,,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00337""}",2021-10-11 00:00:00+00
343e66a9-87e1-411c-84df-7c088a2842a2,c65f7887-6a1a-4831-9988-958b9904ccb5,60694a33-64df-4703-bb1f-20bc3948e683,imported,,faabc42b-93b2-4e8b-9e4d-2abd46f82d9c,,176f3f16-3ab1-409e-8c10-9631bea0edcc,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00313""}",2021-06-14 00:00:00+00
5f445f13-8a18-4238-a1a1-d8ec61758815,6abcea14-9916-49c8-8c5f-9d530057e78e,60694a33-64df-4703-bb1f-20bc3948e683,created,,fdf5ec3c-73f4-4613-932b-6e5cd1d028e1,,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00289""}",2023-11-09 00:00:00+00
0490295e-464f-4efd-b8a1-4588944e348c,8f165b3a-d1cc-4a8e-817d-8e846fdaad52,60694a33-64df-4703-bb1f-20bc3948e683,imported,,6be6af1f-cc41-4d06-a82f-74acaf9fff13,,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00265""}",2025-01-31 00:00:00+00
3c091612-de3b-41a0-8405-6bd84a549b92,2d1c76b0-0687-4ae5-89f0-c1602947204e,60694a33-64df-4703-bb1f-20bc3948e683,imported,,75741c19-7bc5-4f13-8bcd-5543dbab11a6,,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00241""}",2021-05-03 00:00:00+00
6014af65-1bcd-435f-8d99-323ced63b992,3bccdcad-d3c7-4a4e-bf83-b90afbc63449,60694a33-64df-4703-bb1f-20bc3948e683,imported,,d640dd11-70ae-4fdc-af12-97b61c1003e1,,176f3f16-3ab1-409e-8c10-9631bea0edcc,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00217""}",2020-12-16 00:00:00+00
1366a88b-6970-4acf-9fb2-ad06da4b6b5c,71f54917-6557-42c9-9b86-23fbed57dd77,60694a33-64df-4703-bb1f-20bc3948e683,created,,931086a7-6352-430d-894b-6363e4ac4388,,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00193""}",2023-09-09 00:00:00+00
6f258dd4-3d6f-475f-a3a5-03ef5a8b4e54,7e1a72c9-0412-4452-8066-422c8804ca1e,60694a33-64df-4703-bb1f-20bc3948e683,created,,824bea60-5daa-4553-8a8a-d2d710545d90,,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00169""}",2022-07-13 00:00:00+00
bc7389ac-fff7-42de-a68f-b4d7c25508ae,0f4c7a75-2d96-4616-b8bc-9f44e09bbaed,60694a33-64df-4703-bb1f-20bc3948e683,imported,,faabc42b-93b2-4e8b-9e4d-2abd46f82d9c,,176f3f16-3ab1-409e-8c10-9631bea0edcc,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00145""}",2019-11-02 00:00:00+00
1c08a385-78a4-4d60-bcf3-c45c8ddc5f0a,4320081c-3fba-4448-ba6f-8203202b5727,60694a33-64df-4703-bb1f-20bc3948e683,imported,,fdf5ec3c-73f4-4613-932b-6e5cd1d028e1,,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00121""}",2024-04-24 00:00:00+00
f4adf17c-6aa3-4515-a1c7-058f11658181,b101094c-418f-4377-a230-d1b6020a074b,60694a33-64df-4703-bb1f-20bc3948e683,imported,,6be6af1f-cc41-4d06-a82f-74acaf9fff13,,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00097""}",2022-10-18 00:00:00+00
c1b0250b-b0aa-496f-ac79-3a428f1cc5df,a1a32904-9882-4681-98af-9806952232f2,60694a33-64df-4703-bb1f-20bc3948e683,imported,,75741c19-7bc5-4f13-8bcd-5543dbab11a6,,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00073""}",2021-04-06 00:00:00+00
7cd08ddd-ed19-479b-b51e-4f560a13366c,eeb669d0-65f9-44b2-adbb-070e72c28d31,60694a33-64df-4703-bb1f-20bc3948e683,created,,d640dd11-70ae-4fdc-af12-97b61c1003e1,,176f3f16-3ab1-409e-8c10-9631bea0edcc,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00049""}",2021-03-21 00:00:00+00
d5ee91e4-df4b-4184-a04b-39eaabf99166,a084f3fb-5e03-4411-8766-3b435a234963,60694a33-64df-4703-bb1f-20bc3948e683,created,,931086a7-6352-430d-894b-6363e4ac4388,,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00025""}",2024-08-26 00:00:00+00
60a6efea-5417-4791-a1af-41cace967ff2,30b21e6c-c1ff-4fa4-896a-27f455d33743,60694a33-64df-4703-bb1f-20bc3948e683,created,,824bea60-5daa-4553-8a8a-d2d710545d90,,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00001""}",2020-05-26 00:00:00+00
4d4b321b-a719-4398-a639-afe2334a2c08,f119e457-5bd6-454a-8571-954ae1dabebe,60694a33-64df-4703-bb1f-20bc3948e683,imported,,df3d8ea3-3aa6-4212-a736-6a16b4ecb804,,8703fd82-ea7e-461c-bacc-18cd5a7c3d3b,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00410""}",2023-03-04 00:00:00+00
e8e385a1-4fc9-4a3d-a3f4-29406e436243,662ca9de-7142-4aa3-a70f-9dd08da5988e,60694a33-64df-4703-bb1f-20bc3948e683,created,,32c3a1d1-37ba-4b9c-9c41-80de762168b5,,6ff17eb7-5c04-40ff-83f8-043b4cb1c45c,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00386""}",2025-11-30 00:00:00+00
25bcaab3-9503-47a8-bc33-a6ddf10680a3,20efad78-2835-4974-9408-2a257bb2d775,60694a33-64df-4703-bb1f-20bc3948e683,imported,,01ff8df6-208a-40fd-bc27-a79a4733d467,,1c4df881-cca6-49a3-9b2e-6a87a781ef63,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00362""}",2022-09-22 00:00:00+00
2426fdc4-af79-4706-81a5-600f90a929bb,9bacb1c9-e19c-438c-8fd6-ee6cbc6ff974,60694a33-64df-4703-bb1f-20bc3948e683,created,,a6ec99b6-0c5e-460f-9bcc-b385a07737c1,,8703fd82-ea7e-461c-bacc-18cd5a7c3d3b,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00338""}",2023-02-07 00:00:00+00
9b69367b-0543-4b7c-8745-8bdbe1aaae7a,8218ff11-2182-44fe-97fb-972bf96abc6a,60694a33-64df-4703-bb1f-20bc3948e683,imported,,85499f3b-df0c-46e7-b412-0e86014d2d23,,8703fd82-ea7e-461c-bacc-18cd5a7c3d3b,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00314""}",2020-05-26 00:00:00+00
47811e10-d774-4fc7-8b7f-f416cecdbdad,d68a19fd-c928-40aa-ab25-abf7a730da4d,60694a33-64df-4703-bb1f-20bc3948e683,created,,aee1dad1-5904-4a33-8893-b1744b8c9818,,6ff17eb7-5c04-40ff-83f8-043b4cb1c45c,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00290""}",2021-06-06 00:00:00+00
3b94ce3c-b33a-44a9-afca-f0301fc6850a,a98f5bd9-7dda-4b45-9c3b-6e19a7e9727f,60694a33-64df-4703-bb1f-20bc3948e683,imported,,8f91eff9-f399-4920-bb43-f748de8dba53,,1c4df881-cca6-49a3-9b2e-6a87a781ef63,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00266""}",2026-03-15 00:00:00+00
b260d9de-c91d-49ab-9f14-3dbf57169a69,e7d405e4-db4a-468d-8264-5e58464095a6,60694a33-64df-4703-bb1f-20bc3948e683,imported,,df3d8ea3-3aa6-4212-a736-6a16b4ecb804,,8703fd82-ea7e-461c-bacc-18cd5a7c3d3b,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00242""}",2025-03-01 00:00:00+00
4289aff6-30eb-429d-89a4-1800d54e76eb,2d5bc2c7-dc50-40fc-913c-4556668916c1,60694a33-64df-4703-bb1f-20bc3948e683,imported,,32c3a1d1-37ba-4b9c-9c41-80de762168b5,,6ff17eb7-5c04-40ff-83f8-043b4cb1c45c,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00218""}",2024-07-11 00:00:00+00
0f335069-7ac3-44d8-ac12-76f7616c11a6,5cfc3af1-69c9-4cbc-b8a2-d02787ae490c,60694a33-64df-4703-bb1f-20bc3948e683,imported,,01ff8df6-208a-40fd-bc27-a79a4733d467,,1c4df881-cca6-49a3-9b2e-6a87a781ef63,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00194""}",2022-10-18 00:00:00+00
c1279e12-a4a3-422b-80bb-c1498431007f,2a95c80e-f99c-46f6-aefc-13b07447e4f2,60694a33-64df-4703-bb1f-20bc3948e683,created,,a6ec99b6-0c5e-460f-9bcc-b385a07737c1,,8703fd82-ea7e-461c-bacc-18cd5a7c3d3b,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00170""}",2023-07-22 00:00:00+00
87eb7351-e057-4b7b-9b3a-2f23dbebf187,0a7c5b3a-78e2-4724-871a-63afc7e4a8c7,60694a33-64df-4703-bb1f-20bc3948e683,created,,85499f3b-df0c-46e7-b412-0e86014d2d23,,8703fd82-ea7e-461c-bacc-18cd5a7c3d3b,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00146""}",2022-05-15 00:00:00+00
703bc719-8118-4587-8dd1-2b294f20999f,b5bb0998-6f28-4de8-9c16-f7b0f89a8fab,60694a33-64df-4703-bb1f-20bc3948e683,imported,,aee1dad1-5904-4a33-8893-b1744b8c9818,,6ff17eb7-5c04-40ff-83f8-043b4cb1c45c,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00122""}",2024-01-30 00:00:00+00
70ec1258-283e-4fef-93e6-8194e0e30178,5a891d65-f24d-4ecd-8ec3-bacb20cebf3c,60694a33-64df-4703-bb1f-20bc3948e683,imported,,8f91eff9-f399-4920-bb43-f748de8dba53,,1c4df881-cca6-49a3-9b2e-6a87a781ef63,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00098""}",2021-08-06 00:00:00+00
1abbcfe0-e93b-488f-8023-60dac4265130,705c5a2b-c805-4e10-a24e-21003aea575a,60694a33-64df-4703-bb1f-20bc3948e683,imported,,df3d8ea3-3aa6-4212-a736-6a16b4ecb804,,8703fd82-ea7e-461c-bacc-18cd5a7c3d3b,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00074""}",2020-01-08 00:00:00+00
a1c88481-09f1-4409-a4a4-531e70ec7506,758966bb-b2e9-424e-ab0b-e43c40d38a27,60694a33-64df-4703-bb1f-20bc3948e683,imported,,32c3a1d1-37ba-4b9c-9c41-80de762168b5,,6ff17eb7-5c04-40ff-83f8-043b4cb1c45c,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00050""}",2024-09-13 00:00:00+00
fc1d0b1f-418c-47b0-9fde-bcdafdeb6b4c,4f23bdf5-5666-4522-8c7b-e7d426485139,60694a33-64df-4703-bb1f-20bc3948e683,imported,,01ff8df6-208a-40fd-bc27-a79a4733d467,,1c4df881-cca6-49a3-9b2e-6a87a781ef63,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00026""}",2023-10-02 00:00:00+00
1b53540a-0d03-48c4-8735-bca73eb02d74,28779917-20e7-4f6a-95be-2d2ba4e8ca04,60694a33-64df-4703-bb1f-20bc3948e683,created,,a6ec99b6-0c5e-460f-9bcc-b385a07737c1,,8703fd82-ea7e-461c-bacc-18cd5a7c3d3b,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00002""}",2021-01-14 00:00:00+00
0bdbc5b8-a243-4eca-ba50-00d91b10bb08,6ee3f64c-dbc6-43bd-9038-4e46f80f61e7,60694a33-64df-4703-bb1f-20bc3948e683,imported,,af21c725-bf6f-4560-aa7b-6019030410ea,,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00411""}",2023-08-09 00:00:00+00
9e656b21-c257-4435-b11f-618e760719ed,05ed6964-c513-46be-acb0-31ad366bf96f,60694a33-64df-4703-bb1f-20bc3948e683,imported,,5bac9e47-d100-44c8-b570-0db31ea21fad,,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00387""}",2022-03-08 00:00:00+00
7bea9ca1-6332-44b1-90ef-a9c4378a395d,b37a6175-04d5-462d-8b1b-a4b431b06968,60694a33-64df-4703-bb1f-20bc3948e683,created,,3288eed1-6ae3-45da-acb7-12c603a5bfed,,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00363""}",2022-06-07 00:00:00+00
70723d11-b800-4b6f-938b-b3f8a03a30c7,208e425b-b6b6-4230-ae64-59cb64d5691e,60694a33-64df-4703-bb1f-20bc3948e683,imported,,2d3df51d-7064-4e69-9149-61bba0212bb9,,176f3f16-3ab1-409e-8c10-9631bea0edcc,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00339""}",2024-02-22 00:00:00+00
ad86e83b-d532-4659-8cfc-de8db8021c99,0904bb12-7ee3-42c6-a227-ea8e25578af1,60694a33-64df-4703-bb1f-20bc3948e683,imported,,b82c31fb-e089-421b-a0d9-9c5e117bb57f,,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00315""}",2024-05-29 00:00:00+00
0111d4de-ae1a-4dee-befc-22eacca2dbbe,b24849d9-bc6f-4bae-868b-f55f389756b7,60694a33-64df-4703-bb1f-20bc3948e683,created,,87c202bd-5d44-4042-accc-214381d58ab5,,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00291""}",2023-12-28 00:00:00+00
99990b28-7d74-4f2d-a539-c14bdb30b6f3,2789c348-fa0b-4242-8789-eb9d461f7c3b,60694a33-64df-4703-bb1f-20bc3948e683,imported,,73fdb59c-ac31-400e-bf53-3b4e19b20c10,,176f3f16-3ab1-409e-8c10-9631bea0edcc,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00267""}",2024-05-05 00:00:00+00
21bf5e31-1da8-4386-a68c-03a878c0d3dc,f673a17d-c8b6-428b-8939-69282c6e5d8c,60694a33-64df-4703-bb1f-20bc3948e683,imported,,af21c725-bf6f-4560-aa7b-6019030410ea,,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00243""}",2023-01-20 00:00:00+00
1e55d398-6b98-4bf5-83d6-8a035a54d4b3,dcb7221f-6af8-4e32-b60a-f83b5c6879e5,60694a33-64df-4703-bb1f-20bc3948e683,imported,,5bac9e47-d100-44c8-b570-0db31ea21fad,,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00219""}",2021-02-28 00:00:00+00
ecb3c6ee-1a13-486a-9151-8cf71e6555b5,c5abff57-b36f-45b9-87a2-4217ccab877b,60694a33-64df-4703-bb1f-20bc3948e683,imported,,3288eed1-6ae3-45da-acb7-12c603a5bfed,,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00195""}",2019-10-02 00:00:00+00
68b4167b-2817-4fd4-9022-6095b13284ad,6eb806c5-b66e-4d9e-9af2-dbae5444253e,60694a33-64df-4703-bb1f-20bc3948e683,imported,,2d3df51d-7064-4e69-9149-61bba0212bb9,,176f3f16-3ab1-409e-8c10-9631bea0edcc,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00171""}",2021-09-26 00:00:00+00
9def9a5f-e773-49e1-87ee-05bfdcbe4006,ebe2d980-d775-4914-ae93-41bdbc59b29f,60694a33-64df-4703-bb1f-20bc3948e683,imported,,b82c31fb-e089-421b-a0d9-9c5e117bb57f,,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00147""}",2022-05-06 00:00:00+00
56ef9ade-2bca-4d22-9be0-8f618a36ccc5,bae09e3e-c23c-42af-acc4-9c817f7ae7b4,60694a33-64df-4703-bb1f-20bc3948e683,imported,,87c202bd-5d44-4042-accc-214381d58ab5,,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00123""}",2023-12-12 00:00:00+00
baf04ee3-530e-4779-b662-81c15cd5b2aa,8ab8ac6d-3c1c-4f30-bf7e-ae7188b0849f,60694a33-64df-4703-bb1f-20bc3948e683,created,,73fdb59c-ac31-400e-bf53-3b4e19b20c10,,176f3f16-3ab1-409e-8c10-9631bea0edcc,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00099""}",2020-12-04 00:00:00+00
b76b4898-9e36-4be3-9e6c-2c7def49a559,92ce3f8a-bd0e-4821-b8bc-c63926a5c245,60694a33-64df-4703-bb1f-20bc3948e683,imported,,af21c725-bf6f-4560-aa7b-6019030410ea,,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00075""}",2024-12-18 00:00:00+00
f86996fb-4df1-47a6-8b5f-042a3150e8e0,bb27f753-f37b-4322-b082-d044c2fa2831,60694a33-64df-4703-bb1f-20bc3948e683,imported,,5bac9e47-d100-44c8-b570-0db31ea21fad,,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00051""}",2023-02-27 00:00:00+00
c0f41b33-00c0-40f2-81ae-c598ee3d2c3f,2e7ab091-06ac-45f3-a62a-fccf51ef2adf,60694a33-64df-4703-bb1f-20bc3948e683,created,,3288eed1-6ae3-45da-acb7-12c603a5bfed,,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00027""}",2024-10-26 00:00:00+00
cd798342-14a7-4a5c-b5aa-a8b62e8db616,cf43734a-c8c9-4f6d-8fc1-a40c8df9440c,60694a33-64df-4703-bb1f-20bc3948e683,imported,,2d3df51d-7064-4e69-9149-61bba0212bb9,,176f3f16-3ab1-409e-8c10-9631bea0edcc,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00003""}",2024-12-24 00:00:00+00
ec54fc13-b544-4e41-968e-377b694bc9be,3d90a462-fed8-47bf-a23e-2cdeb2156e0d,60694a33-64df-4703-bb1f-20bc3948e683,imported,,9c9b191e-d225-40f7-8f83-7360ac682d26,,6ff17eb7-5c04-40ff-83f8-043b4cb1c45c,"{""source"": ""initial registration"", ""asset_tag"": ""AST-IT-PC-00412""}",2019-12-26 00:00:00+00
