id,asset_id,document_type,supplier_name,purchase_order_number,invoice_number,invoice_amount,warranty_provider,warranty_expires_at,storage_bucket,storage_key,mime_type,byte_size,sha256_hex,malware_scan_status,uploaded_by,created_at,updated_at
62c9ba4f-77fd-4c5a-a622-c0448eb0b9b4,8d80a20f-fff3-4b6e-b62c-e0e4380099f0,invoice,LabLine Scientific,PO-2023-0026,INV-2023-0749,20292.00,,,ast-private-docs,invoices/2023/AST-IT-PC-00409.pdf,application/pdf,165981,e90f7c1c1ede6baf0488aa5dd82e998f2274501a3e579baac1b6d91196166452,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2023-11-25 00:00:00+00,2026-09-21 12:36:10.142818+00
573a8165-bb19-4620-9ead-69cc1d98a741,eb7f1eea-5650-44c2-8ffa-c20c9becfef2,invoice,Delta Computer Supplies,PO-2025-0010,INV-2025-0389,21204.00,,,ast-private-docs,invoices/2025/AST-IT-PC-00385.pdf,application/pdf,388166,7fa9c3514cc327c5af6100cf78b9d3483ed4f5e26fc8621bd475a89a41c055b4,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2025-05-01 00:00:00+00,2026-09-21 12:36:10.142818+00
9541cd63-e87d-4036-867e-e26442b63fa6,c65f7887-6a1a-4831-9988-958b9904ccb5,invoice,PowerGuard Energy,PO-2021-0049,INV-2021-0190,23940.00,,,ast-private-docs,invoices/2021/AST-IT-PC-00313.pdf,application/pdf,283723,df970357a02c8384a2c9d0f34eaedf8c9b7efabb663c3a316ddf9ca872a8c1f3,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2021-06-21 00:00:00+00,2026-09-21 12:36:10.142818+00
8ab4ac61-1fc7-4407-9d04-63e8e5b1e24a,6abcea14-9916-49c8-8c5f-9d530057e78e,invoice,Upper Egypt Office Works,PO-2023-0058,INV-2023-0161,20292.00,,,ast-private-docs,invoices/2023/AST-IT-PC-00289.pdf,application/pdf,427787,479c1fef3e174077fa7822a2a40f0f2187f05e9c2c979452c5711bd603ecfb8d,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2023-11-16 00:00:00+00,2026-09-21 12:36:10.142818+00
28acef5d-789c-4939-b721-5007c33a96bc,8f165b3a-d1cc-4a8e-817d-8e846fdaad52,invoice,Upper Egypt Office Works,PO-2025-0004,INV-2025-0473,24852.00,,,ast-private-docs,invoices/2025/AST-IT-PC-00265.pdf,application/pdf,288334,8faf508cd11817fc5105cc239b7157d4ef4a71b6fd20348775fe7eddfe67fe2e,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2025-02-07 00:00:00+00,2026-09-21 12:36:10.142818+00
f7b707c9-d977-42de-afd7-42e0d84cba88,2d1c76b0-0687-4ae5-89f0-c1602947204e,invoice,CoolAir Engineering,PO-2021-0013,INV-2021-0816,22116.00,,,ast-private-docs,invoices/2021/AST-IT-PC-00241.pdf,application/pdf,314108,a7941a175b30f51764a8b06359b4689ecf08a875311ef149e0d156a88a131177,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2021-05-10 00:00:00+00,2026-09-21 12:36:10.142818+00
520fd527-491d-43b5-aad0-40337cff268c,3bccdcad-d3c7-4a4e-bf83-b90afbc63449,invoice,Nile Tech Systems,PO-2020-0012,INV-2020-0393,20292.00,,,ast-private-docs,invoices/2020/AST-IT-PC-00217.pdf,application/pdf,173844,51b6b4853fec5472edca24c440996cc4283de42ff4789ada3dcd555761ebd5bf,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2020-12-23 00:00:00+00,2026-09-21 12:36:10.142818+00
4845e586-36c3-493d-a3bd-5fdb5b2791f9,71f54917-6557-42c9-9b86-23fbed57dd77,invoice,Nile Tech Systems,PO-2023-0012,INV-2023-0274,21204.00,,,ast-private-docs,invoices/2023/AST-IT-PC-00193.pdf,application/pdf,287327,da49e27cd02d2ace0b35ba44654c148bb6b4f134ea4ce1da2f8e2413f3b35dff,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2023-09-16 00:00:00+00,2026-09-21 12:36:10.142818+00
e6eebdcd-e862-4b92-bda4-582492e516b1,7e1a72c9-0412-4452-8066-422c8804ca1e,invoice,CoolAir Engineering,PO-2022-0046,INV-2022-0615,22116.00,,,ast-private-docs,invoices/2022/AST-IT-PC-00169.pdf,application/pdf,458107,54ded56aa2fcb6a68c294080c10dc386c59de066445b35bacb315c9cb59cf19d,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2022-07-20 00:00:00+00,2026-09-21 12:36:10.142818+00
d346b9f0-82d3-4c24-a6de-64713b7e5e63,0f4c7a75-2d96-4616-b8bc-9f44e09bbaed,invoice,Nile Tech Systems,PO-2019-0024,INV-2019-0825,23940.00,,,ast-private-docs,invoices/2019/AST-IT-PC-00145.pdf,application/pdf,126878,7354be48823c196abc1df5bfa571e16e5857bb82e0c92ae24810679cdb89a654,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2019-11-09 00:00:00+00,2026-09-21 12:36:10.142818+00
298cbeca-3610-41f8-b4ca-a9f6e0978211,4320081c-3fba-4448-ba6f-8203202b5727,invoice,LabLine Scientific,PO-2024-0023,INV-2024-0879,25764.00,,,ast-private-docs,invoices/2024/AST-IT-PC-00121.pdf,application/pdf,406587,e2353f97029f2a84dc7254ca8cf9effac1ef3bf923a19f849d7367edf1157ba0,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2024-05-01 00:00:00+00,2026-09-21 12:36:10.142818+00
f0712790-d020-4825-a6b3-80c75775f356,b101094c-418f-4377-a230-d1b6020a074b,invoice,Upper Egypt Office Works,PO-2022-0031,INV-2022-0229,23940.00,,,ast-private-docs,invoices/2022/AST-IT-PC-00097.pdf,application/pdf,414353,6688bdd40dcfacd0bad50143ff981fad9666c79e4217a7a6f13ff8d283efcdeb,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2022-10-25 00:00:00+00,2026-09-21 12:36:10.142818+00
7fc634fd-64fe-40ad-acc2-82a6f8f3f841,a1a32904-9882-4681-98af-9806952232f2,invoice,Upper Egypt Office Works,PO-2021-0033,INV-2021-0235,23940.00,,,ast-private-docs,invoices/2021/AST-IT-PC-00073.pdf,application/pdf,458404,5eeeb155c9baffc7b63f0d591a37c03a0b72832c67a5866071e6d985edb88855,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2021-04-13 00:00:00+00,2026-09-21 12:36:10.142818+00
d8a5fab3-b22e-4c36-9e47-5af5fcfd17ad,eeb669d0-65f9-44b2-adbb-070e72c28d31,invoice,CoolAir Engineering,PO-2021-0016,INV-2021-0778,23940.00,,,ast-private-docs,invoices/2021/AST-IT-PC-00049.pdf,application/pdf,134230,1741097e37c3952b6c24ceb21a1ed5598b18c8dbac072fce9abfe757f698113e,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2021-03-28 00:00:00+00,2026-09-21 12:36:10.142818+00
8f949437-9902-4a79-9384-2d68d4ffc126,a084f3fb-5e03-4411-8766-3b435a234963,invoice,Upper Egypt Office Works,PO-2024-0037,INV-2024-0523,24852.00,,,ast-private-docs,invoices/2024/AST-IT-PC-00025.pdf,application/pdf,515305,0d5920f49afc0175199f4a080d8d112801fcd3f5547bb9b6ca1d4f1fa369316a,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2024-09-02 00:00:00+00,2026-09-21 12:36:10.142818+00
d3215598-31bf-44d6-a1e8-3ccdea9aff7a,f119e457-5bd6-454a-8571-954ae1dabebe,invoice,PowerGuard Energy,PO-2023-0045,INV-2023-0236,19380.00,,,ast-private-docs,invoices/2023/AST-IT-PC-00410.pdf,application/pdf,446768,376983ce0f80d8db4ad89dfc3b5bb78a063298c1d3cadebbc78a962d67bac6ad,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2023-03-11 00:00:00+00,2026-09-21 12:36:10.142818+00
aed83861-0ac2-420b-b211-f3c40ae04c6e,662ca9de-7142-4aa3-a70f-9dd08da5988e,invoice,Delta Computer Supplies,PO-2025-0042,INV-2025-0541,21204.00,,,ast-private-docs,invoices/2025/AST-IT-PC-00386.pdf,application/pdf,482441,827717cfa2fa92783506f185f90ee191d09fc5b150109b8f03963dc4ddb8981e,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2025-12-07 00:00:00+00,2026-09-21 12:36:10.142818+00
6619f6e3-8110-4671-8f86-ee0e36812ee8,20efad78-2835-4974-9408-2a257bb2d775,invoice,Delta Computer Supplies,PO-2022-0048,INV-2022-0756,20292.00,,,ast-private-docs,invoices/2022/AST-IT-PC-00362.pdf,application/pdf,178131,e69a0eed285e01e21555da994787e4cb022e1dc8094512a47286b79071cb8c7b,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2022-09-29 00:00:00+00,2026-09-21 12:36:10.142818+00
c44df62d-3772-44ad-b758-6851cae3cc96,9bacb1c9-e19c-438c-8fd6-ee6cbc6ff974,invoice,Delta Computer Supplies,PO-2023-0016,INV-2023-0541,19380.00,,,ast-private-docs,invoices/2023/AST-IT-PC-00338.pdf,application/pdf,199776,423abf9b6ad9b6f464c18892a6880150b77ba046967b94a1fd73d0f156b11838,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2023-02-14 00:00:00+00,2026-09-21 12:36:10.142818+00
90c54d25-9b2b-42e3-ac67-04f1d744bac6,8218ff11-2182-44fe-97fb-972bf96abc6a,invoice,Delta Computer Supplies,PO-2020-0048,INV-2020-0729,26676.00,,,ast-private-docs,invoices/2020/AST-IT-PC-00314.pdf,application/pdf,313255,57cda22dc55d15885cb30e3560adafda0ed2dfc9b716d3697310d0089401432d,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2020-06-02 00:00:00+00,2026-09-21 12:36:10.142818+00
9918398b-d6a6-4b52-8708-a6255a5b9910,d68a19fd-c928-40aa-ab25-abf7a730da4d,invoice,PowerGuard Energy,PO-2021-0026,INV-2021-0455,22116.00,,,ast-private-docs,invoices/2021/AST-IT-PC-00290.pdf,application/pdf,232406,160071db280646c68295d521a5bb4cf8c91602b29f82f749f6de746c67ba5bfb,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2021-06-13 00:00:00+00,2026-09-21 12:36:10.142818+00
90fd86a5-a3c0-4000-9d45-5fff56102cfd,a98f5bd9-7dda-4b45-9c3b-6e19a7e9727f,invoice,Delta Computer Supplies,PO-2026-0023,INV-2026-0697,25764.00,,,ast-private-docs,invoices/2026/AST-IT-PC-00266.pdf,application/pdf,444324,51cef9ae08f52a8ad2cce3ad7daf4a35aaad2f611f8b7083afcb5b509240ea3f,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2026-03-22 00:00:00+00,2026-09-21 12:36:10.142818+00
f5617232-0c80-44cc-8855-c92245daa7db,0a7c5b3a-78e2-4724-871a-63afc7e4a8c7,invoice,Nile Tech Systems,PO-2022-0020,INV-2022-0420,23028.00,,,ast-private-docs,invoices/2022/AST-IT-PC-00146.pdf,application/pdf,276879,09bf4cbf169213c6294cf44a1377f9ee5d14bc85a522ea65ae0a0a6fbe7e07a8,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2022-05-22 00:00:00+00,2026-09-21 12:36:10.142818+00
257fc731-d2b9-400b-968b-43936ad5cc9f,5a891d65-f24d-4ecd-8ec3-bacb20cebf3c,invoice,Upper Egypt Office Works,PO-2021-0046,INV-2021-0778,21204.00,,,ast-private-docs,invoices/2021/AST-IT-PC-00098.pdf,application/pdf,475031,70972d3219baf21931354870c927517e7f15297b2fa9105cdb73affc19cf712a,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2021-08-13 00:00:00+00,2026-09-21 12:36:10.142818+00
9f02690b-653c-451d-82f2-428b01c80936,705c5a2b-c805-4e10-a24e-21003aea575a,invoice,Upper Egypt Office Works,PO-2020-0051,INV-2020-0502,23940.00,,,ast-private-docs,invoices/2020/AST-IT-PC-00074.pdf,application/pdf,441404,42b15791f1a17429fb313f027b37ae3cb46f5781b63fc90efdb37a979adbd476,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2020-01-15 00:00:00+00,2026-09-21 12:36:10.142818+00
68d5fd04-4985-40f6-a25b-4d3aa740706f,758966bb-b2e9-424e-ab0b-e43c40d38a27,invoice,LabLine Scientific,PO-2024-0007,INV-2024-0653,19380.00,,,ast-private-docs,invoices/2024/AST-IT-PC-00050.pdf,application/pdf,304164,6c97376b7e272fb029219c83bf17347f7a5eb990e34ebdfc692d2a415f6cce9c,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2024-09-20 00:00:00+00,2026-09-21 12:36:10.142818+00
52b4bc85-f4fe-42d7-83ae-4ae31746a88b,4f23bdf5-5666-4522-8c7b-e7d426485139,invoice,PowerGuard Energy,PO-2023-0028,INV-2023-0255,23940.00,,,ast-private-docs,invoices/2023/AST-IT-PC-00026.pdf,application/pdf,474510,2846d75663b5cd94ec4d91c1daf68ce0d0dd9e50fd4b78d3964d9382b63f9961,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2023-10-09 00:00:00+00,2026-09-21 12:36:10.142818+00
75354b42-fba4-47be-a41f-be44f0fd03a4,28779917-20e7-4f6a-95be-2d2ba4e8ca04,invoice,LabLine Scientific,PO-2021-0021,INV-2021-0274,19380.00,,,ast-private-docs,invoices/2021/AST-IT-PC-00002.pdf,application/pdf,156616,5d16f4057a8332b6eeb23a8e33d4f3eadc2b5c906f18a89a3cc416d5cd512ac0,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2021-01-21 00:00:00+00,2026-09-21 12:36:10.142818+00
f8a614c1-3ca1-4ccb-a6ed-f8b630088c85,6ee3f64c-dbc6-43bd-9038-4e46f80f61e7,invoice,PowerGuard Energy,PO-2023-0019,INV-2023-0898,24852.00,,,ast-private-docs,invoices/2023/AST-IT-PC-00411.pdf,application/pdf,326875,e9f0be048b82abc4e095de8b3b5488840f54db091b480b6f17890846bf6673c3,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2023-08-16 00:00:00+00,2026-09-21 12:36:10.142818+00
fb5c4cfc-3f10-4652-b8f4-e36066ac1778,05ed6964-c513-46be-acb0-31ad366bf96f,invoice,LabLine Scientific,PO-2022-0009,INV-2022-0423,22116.00,,,ast-private-docs,invoices/2022/AST-IT-PC-00387.pdf,application/pdf,390253,0f6693369745d7c5bdf52bbf1fc2dfe2d4569f46aeeff92f476fcf74757c8625,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2022-03-15 00:00:00+00,2026-09-21 12:36:10.142818+00
68e18326-452b-499b-9f16-82d194ca3dec,b37a6175-04d5-462d-8b1b-a4b431b06968,invoice,Upper Egypt Office Works,PO-2022-0031,INV-2022-0494,21204.00,,,ast-private-docs,invoices/2022/AST-IT-PC-00363.pdf,application/pdf,487833,f3e68de1d678390c0b434aee50a07a054a807c7e660c55db88a206a8175142f8,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2022-06-14 00:00:00+00,2026-09-21 12:36:10.142818+00
9ebcb344-609c-4988-b728-f164e39236b6,0904bb12-7ee3-42c6-a227-ea8e25578af1,invoice,Upper Egypt Office Works,PO-2024-0049,INV-2024-0441,19380.00,,,ast-private-docs,invoices/2024/AST-IT-PC-00315.pdf,application/pdf,471219,141a5075a5170b5f6a58877ba306a3fdaddf52ba7e2c1e0a7b85713942ef65f4,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2024-06-05 00:00:00+00,2026-09-21 12:36:10.142818+00
df6e2a92-d808-484d-8612-8a81bd653292,b24849d9-bc6f-4bae-868b-f55f389756b7,invoice,CoolAir Engineering,PO-2023-0032,INV-2023-0683,21204.00,,,ast-private-docs,invoices/2023/AST-IT-PC-00291.pdf,application/pdf,427931,e4fe94f401415824e1141ee1be174a4f1dd15e9ce3e3f78bca9d4141ba274dd8,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2024-01-04 00:00:00+00,2026-09-21 12:36:10.142818+00
fe61f705-17b9-4fe8-ba60-6d87b9051102,2789c348-fa0b-4242-8789-eb9d461f7c3b,invoice,PowerGuard Energy,PO-2024-0018,INV-2024-0540,24852.00,,,ast-private-docs,invoices/2024/AST-IT-PC-00267.pdf,application/pdf,492165,cf01ad623666d0439c0fa3c5c4280660eb61f93fa50dbd8fa5a2ae48465949db,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2024-05-12 00:00:00+00,2026-09-21 12:36:10.142818+00
de406cf8-d6c0-4a4d-9950-d5db08b99b9d,f673a17d-c8b6-428b-8939-69282c6e5d8c,invoice,Nile Tech Systems,PO-2023-0042,INV-2023-0386,23028.00,,,ast-private-docs,invoices/2023/AST-IT-PC-00243.pdf,application/pdf,250006,fab1c91ca32d71402110792e8091f3fce60449610a3bb738fd89f784bcf75e61,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2023-01-27 00:00:00+00,2026-09-21 12:36:10.142818+00
c5f288b6-409e-4793-9133-a3bfa28e1477,dcb7221f-6af8-4e32-b60a-f83b5c6879e5,invoice,Upper Egypt Office Works,PO-2021-0052,INV-2021-0149,19380.00,,,ast-private-docs,invoices/2021/AST-IT-PC-00219.pdf,application/pdf,427637,be4e2761f5635e5504afb31d16e3a884ac6e8ef5b1c7d91d370ef50ba2caca49,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2021-03-07 00:00:00+00,2026-09-21 12:36:10.142818+00
8bebb098-6b11-43fb-9a65-5c415ce4680f,c5abff57-b36f-45b9-87a2-4217ccab877b,invoice,CoolAir Engineering,PO-2019-0011,INV-2019-0095,20292.00,,,ast-private-docs,invoices/2019/AST-IT-PC-00195.pdf,application/pdf,415920,27717a672865ac4d8cd7c41925c4b1143ecdacc73dc15d550d3f10a3f0dbcf49,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2019-10-09 00:00:00+00,2026-09-21 12:36:10.142818+00
b15aab4c-a3d7-4397-bc56-b03b082bf44c,ebe2d980-d775-4914-ae93-41bdbc59b29f,invoice,LabLine Scientific,PO-2022-0021,INV-2022-0259,24852.00,,,ast-private-docs,invoices/2022/AST-IT-PC-00147.pdf,application/pdf,504604,b782f9c63a9018565b1dfb7e1f68f1319383599d7855ea71700f0f1d50a7738c,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2022-05-13 00:00:00+00,2026-09-21 12:36:10.142818+00
229b43b3-f711-4d93-9380-b4d4ce06a644,bae09e3e-c23c-42af-acc4-9c817f7ae7b4,invoice,Nile Tech Systems,PO-2023-0018,INV-2023-0081,23028.00,,,ast-private-docs,invoices/2023/AST-IT-PC-00123.pdf,application/pdf,306192,a19ef1d7499d5a9ca9d39d8cdbe752e654023fa2a3787f8cdd5b9d15099b4a71,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2023-12-19 00:00:00+00,2026-09-21 12:36:10.142818+00
02b2ee91-ebd8-4379-93cb-06eed7cfe086,8ab8ac6d-3c1c-4f30-bf7e-ae7188b0849f,invoice,Upper Egypt Office Works,PO-2020-0032,INV-2020-0265,23940.00,,,ast-private-docs,invoices/2020/AST-IT-PC-00099.pdf,application/pdf,183488,00598d5bb423122242f10507c0eb28f07e5462ca7c38e0ce4fdabf7e90b8e4b6,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2020-12-11 00:00:00+00,2026-09-21 12:36:10.142818+00
18b79ca0-0fab-40f2-916d-afd9713f9fd7,92ce3f8a-bd0e-4821-b8bc-c63926a5c245,invoice,LabLine Scientific,PO-2024-0053,INV-2024-0082,26676.00,,,ast-private-docs,invoices/2024/AST-IT-PC-00075.pdf,application/pdf,336420,b15c5ae25010c2ed8cdc0ea741f27efbd1b13c2a5ebe1db6bd4acfe36434c3dd,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2024-12-25 00:00:00+00,2026-09-21 12:36:10.142818+00
b9dfbfae-89a3-4d6a-9ba6-02322687b9cc,2e7ab091-06ac-45f3-a62a-fccf51ef2adf,invoice,CoolAir Engineering,PO-2024-0015,INV-2024-0321,23028.00,,,ast-private-docs,invoices/2024/AST-IT-PC-00027.pdf,application/pdf,484263,c30200f12f7a7476a48583130114cce3d77d3bc4f9c75ba949d33d34be4ae72f,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2024-11-02 00:00:00+00,2026-09-21 12:36:10.142818+00
01a6b32d-cc7a-416d-b48b-ef606849c45f,cf43734a-c8c9-4f6d-8fc1-a40c8df9440c,invoice,CoolAir Engineering,PO-2024-0004,INV-2024-0832,20292.00,,,ast-private-docs,invoices/2024/AST-IT-PC-00003.pdf,application/pdf,368285,1ef5ea012488110d2048904650e95e52d942c270d867704c2cb6b1065c4f9245,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2024-12-31 00:00:00+00,2026-09-21 12:36:10.142818+00
bee8305d-819c-4de0-a32a-d63e400226db,3d90a462-fed8-47bf-a23e-2cdeb2156e0d,invoice,CoolAir Engineering,PO-2019-0037,INV-2019-0177,24852.00,,,ast-private-docs,invoices/2019/AST-IT-PC-00412.pdf,application/pdf,255869,ee2cf1785da82417c058513f349cb90c40f7dcc6a2784c02da0f2f7207bad177,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2020-01-02 00:00:00+00,2026-09-21 12:36:10.142818+00
5f18b083-60a6-4f8b-a186-03583895a32b,938cecdf-b574-44e1-a02a-d14cc7a7cca1,invoice,LabLine Scientific,PO-2022-0036,INV-2022-0583,22116.00,,,ast-private-docs,invoices/2022/AST-IT-PC-00364.pdf,application/pdf,419581,12a05b06a95041b096b9d724673fdd232e41531748bb039c61b0694a9a2c76ed,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2022-07-14 00:00:00+00,2026-09-21 12:36:10.142818+00
efebc2fd-a91b-4ea8-96dd-f6653345d233,00defa2d-8dd8-4c89-a8be-d8d1dcbadf62,invoice,Upper Egypt Office Works,PO-2020-0049,INV-2020-0556,25764.00,,,ast-private-docs,invoices/2020/AST-IT-PC-00340.pdf,application/pdf,492269,76a4dc692e6483c0df827719d0efe87d82aca350e5b3f648323222e1c16fa5dc,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2020-12-29 00:00:00+00,2026-09-21 12:36:10.142818+00
35e87110-ab2e-4920-9077-9941d42a71af,5f802b6a-a3a0-49b6-8f19-9937419476ca,invoice,Delta Computer Supplies,PO-2020-0011,INV-2020-0635,24852.00,,,ast-private-docs,invoices/2020/AST-IT-PC-00316.pdf,application/pdf,345341,4741ae1769f2fd2785eeaad9c9e301214fe4445a935deeb017bec5c59940a6be,clean,a88277d6-7193-4856-b318-4d7fb0af2f58,2020-03-03 00:00:00+00,2026-09-21 12:36:10.142818+00
