id,actor_user_id,action,table_name,record_id,ip_address,user_agent,metadata,created_at
31e97d95-c197-4ec9-8cc7-35a3271c2674,074adb51-413b-4a95-a297-532a23028420,document.download_signed,asset_documents,,10.20.12.72,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17,"{""ttl_seconds"": 120}",2026-07-08 13:27:10.142818+00
e93a8884-a0bf-4b15-9b37-ca7623f22f9c,316fff45-4cbd-4c5f-aa69-23e361e9fdb0,document.download_signed,asset_documents,,10.20.10.68,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17,"{""ttl_seconds"": 120}",2026-09-02 16:41:10.142818+00
0a5e1c1d-f211-4349-923f-afe1265396d4,c2f8c8e5-af2d-4fa5-bef8-f8c299334c4a,asset.updated,assets,,10.20.18.114,Mozilla/5.0 (X11; Linux x86_64) Firefox/127,"{""fields"": [""condition""]}",2026-08-20 02:31:10.142818+00
a244b9b0-fb07-4728-990c-79e99007bd9f,b0b54190-fcf5-486a-aa97-94a938211aec,asset.updated,assets,,10.20.2.139,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126,"{""fields"": [""condition""]}",2026-06-29 14:09:10.142818+00
08170b0a-aa95-446f-a0b9-a79a24319071,089d3e35-dd8e-48ab-991e-a8f94ccfd969,work_order.completed,work_orders,,10.20.1.16,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17,"{""kind"": ""preventive""}",2026-05-30 13:20:10.142818+00
92033315-19f4-4146-9393-803b71a2f1e2,76368d26-ee94-46f4-a13e-259a7f0ce5dc,asset.created,assets,,10.20.12.63,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126,"{""source"": ""ui""}",2026-08-20 16:12:10.142818+00
58029d76-07c7-491b-b4fb-f0bbf265208b,045d7fdc-085d-4681-9f88-1d8b262ba961,retirement.approved,assets,,10.20.10.202,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17,"{""evidence"": ""attached""}",2026-07-03 08:56:10.142818+00
7922b713-b0f7-4421-9de4-1ec76cb4e9d0,63cfd2c4-2600-45b5-8925-b1c9ff6c04ee,asset.updated,assets,,10.20.15.23,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126,"{""fields"": [""condition""]}",2026-05-22 08:06:10.142818+00
d56c42cd-9ecf-4e17-a399-f4f09865aee2,49d11b97-7c72-49ce-84b3-5fac923e716e,auth.login_failed,users,,10.20.3.124,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126,"{""reason"": ""bad_credentials""}",2026-03-31 03:16:10.142818+00
54257a3b-f18c-435c-b2ed-9d32f6cb6b35,60694a33-64df-4703-bb1f-20bc3948e683,work_order.completed,work_orders,,10.20.6.128,AST-Mobile/1.2 (Android 14),"{""kind"": ""preventive""}",2026-07-05 11:19:10.142818+00
4824582f-1502-461a-8363-10c062d2d8c3,b556717b-a757-49e7-8859-2d3aeca41e88,asset.transfer_approved,asset_events,,10.20.14.105,AST-Mobile/1.2 (Android 14),"{""approval"": ""single_step""}",2026-07-17 11:01:10.142818+00
cc7151bc-17cf-425a-9678-8baee84332d2,f4f9be59-90a4-4645-9907-3a1110570d64,asset.created,assets,,10.20.13.94,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126,"{""source"": ""ui""}",2026-07-18 07:21:10.142818+00
03af1303-4326-448c-86d3-17de1f9ccb40,a88277d6-7193-4856-b318-4d7fb0af2f58,retirement.approved,assets,,10.20.19.49,Mozilla/5.0 (X11; Linux x86_64) Firefox/127,"{""evidence"": ""attached""}",2026-08-01 20:41:10.142818+00
9cedbf20-e4c4-4a75-9251-860028a913b3,d1897fd4-bfcd-4ae2-9116-db7e3407cd59,asset.updated,assets,,10.20.3.203,Mozilla/5.0 (X11; Linux x86_64) Firefox/127,"{""fields"": [""condition""]}",2026-06-18 09:11:10.142818+00
cc8f1018-6a44-413f-b89e-1559c563bc7b,22e61621-8203-4465-a5c1-285eb61ed02a,document.download_signed,asset_documents,,10.20.17.65,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126,"{""ttl_seconds"": 120}",2026-05-26 13:32:10.142818+00
538fff8c-fc05-475b-a43d-c11de97b3dd2,1c4df881-cca6-49a3-9b2e-6a87a781ef63,document.download_signed,asset_documents,,10.20.2.107,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17,"{""ttl_seconds"": 120}",2026-04-21 22:41:10.142818+00
110af6e5-77ab-489b-b6bb-6adcd680e969,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,report.export,assets,,10.20.2.64,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126,"{""format"": ""csv""}",2026-07-19 11:03:10.142818+00
316fe88e-800d-4b7d-81b8-75176e113c29,8703fd82-ea7e-461c-bacc-18cd5a7c3d3b,rbac.permission_granted,user_roles,,10.20.3.165,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126,"{""scope"": ""college""}",2026-05-17 14:13:10.142818+00
706cf449-3148-475e-bcd4-0c9c5810e87f,176f3f16-3ab1-409e-8c10-9631bea0edcc,auth.login_success,users,,10.20.4.38,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126,"{""mfa"": true}",2026-09-02 22:06:10.142818+00
5d437ab9-6655-406d-b9ca-2d2f2a28dde6,6ff17eb7-5c04-40ff-83f8-043b4cb1c45c,work_order.completed,work_orders,,10.20.13.17,Mozilla/5.0 (X11; Linux x86_64) Firefox/127,"{""kind"": ""preventive""}",2026-04-02 09:00:10.142818+00
c37a25e5-2985-4208-8dbf-dcef8d7220da,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,document.download_signed,asset_documents,,10.20.8.68,Mozilla/5.0 (X11; Linux x86_64) Firefox/127,"{""ttl_seconds"": 120}",2026-06-29 09:59:10.142818+00
35df2e36-9065-49f6-bb4c-8b7e1f194690,074adb51-413b-4a95-a297-532a23028420,asset.transfer_approved,asset_events,,10.20.11.65,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126,"{""approval"": ""single_step""}",2026-05-01 17:35:10.142818+00
4a75e636-45f7-4edd-a653-81c347ce6c99,dac8cfc5-9369-4ddd-93a4-0a33c40b54b1,report.export,assets,,10.20.1.125,AST-Mobile/1.2 (Android 14),"{""format"": ""csv""}",2026-07-01 11:53:10.142818+00
c1d6a455-b295-4a15-b530-668897c6dcc8,c2f8c8e5-af2d-4fa5-bef8-f8c299334c4a,work_order.completed,work_orders,,10.20.14.21,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17,"{""kind"": ""preventive""}",2026-07-15 15:04:10.142818+00
338cc9de-1f30-41d1-be4a-a1af97ccf5a9,b0b54190-fcf5-486a-aa97-94a938211aec,rbac.permission_granted,user_roles,,10.20.13.143,Mozilla/5.0 (X11; Linux x86_64) Firefox/127,"{""scope"": ""college""}",2026-05-22 18:21:10.142818+00
dede0dba-8dd9-46c9-81dc-5237620dc3c5,089d3e35-dd8e-48ab-991e-a8f94ccfd969,asset.created,assets,,10.20.14.136,AST-Mobile/1.2 (Android 14),"{""source"": ""ui""}",2026-05-22 05:00:10.142818+00
8f840abf-d3b3-4b96-bd6a-28e925474e1f,76368d26-ee94-46f4-a13e-259a7f0ce5dc,asset.created,assets,,10.20.17.99,Mozilla/5.0 (X11; Linux x86_64) Firefox/127,"{""source"": ""ui""}",2026-09-18 01:37:10.142818+00
286332ce-c4e5-4455-96ff-924e2ca16346,045d7fdc-085d-4681-9f88-1d8b262ba961,asset.created,assets,,10.20.7.33,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17,"{""source"": ""ui""}",2026-04-19 14:59:10.142818+00
731cce4f-359a-411d-8dc1-c59dded909fd,63cfd2c4-2600-45b5-8925-b1c9ff6c04ee,auth.login_success,users,,10.20.3.80,AST-Mobile/1.2 (Android 14),"{""mfa"": true}",2026-08-25 23:12:10.142818+00
be9ffe47-1216-4021-ade4-069372c1be39,49d11b97-7c72-49ce-84b3-5fac923e716e,document.download_signed,asset_documents,,10.20.18.97,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126,"{""ttl_seconds"": 120}",2026-03-29 03:51:10.142818+00
068e1ca0-267a-4e48-ad98-fb19b49d3bf5,60694a33-64df-4703-bb1f-20bc3948e683,auth.login_failed,users,,10.20.16.54,Mozilla/5.0 (X11; Linux x86_64) Firefox/127,"{""reason"": ""bad_credentials""}",2026-07-20 09:24:10.142818+00
42ce3b89-af64-434e-be4b-7d07f657dbe1,f4f9be59-90a4-4645-9907-3a1110570d64,document.download_signed,asset_documents,,10.20.11.167,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126,"{""ttl_seconds"": 120}",2026-04-25 02:29:10.142818+00
458f47b3-220e-43f2-bb48-e96317f843c5,a88277d6-7193-4856-b318-4d7fb0af2f58,asset.created,assets,,10.20.0.139,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126,"{""source"": ""ui""}",2026-05-18 07:57:10.142818+00
6f5263e6-4059-446d-857e-df6c0afe1b5e,d1897fd4-bfcd-4ae2-9116-db7e3407cd59,asset.transfer_approved,asset_events,,10.20.6.183,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17,"{""approval"": ""single_step""}",2026-09-04 21:59:10.142818+00
3a2d5b1c-08d9-41ef-bd16-842e025f13bd,22e61621-8203-4465-a5c1-285eb61ed02a,work_order.completed,work_orders,,10.20.1.158,AST-Mobile/1.2 (Android 14),"{""kind"": ""preventive""}",2026-05-10 21:34:10.142818+00
3f78d1f6-b3a1-49ec-87bd-c8172432c3bb,1c4df881-cca6-49a3-9b2e-6a87a781ef63,auth.login_failed,users,,10.20.9.68,AST-Mobile/1.2 (Android 14),"{""reason"": ""bad_credentials""}",2026-04-06 17:05:10.142818+00
e22244f6-0bea-4471-9f89-4628c9d71d1b,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,rbac.permission_granted,user_roles,,10.20.9.97,AST-Mobile/1.2 (Android 14),"{""scope"": ""college""}",2026-09-01 12:12:10.142818+00
d454bc8e-b466-4a16-af27-4899e3676099,8703fd82-ea7e-461c-bacc-18cd5a7c3d3b,retirement.approved,assets,,10.20.2.71,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126,"{""evidence"": ""attached""}",2026-05-11 17:42:10.142818+00
175f10a0-39f1-4e40-afb4-d061b1747b6e,176f3f16-3ab1-409e-8c10-9631bea0edcc,report.export,assets,,10.20.8.106,Mozilla/5.0 (X11; Linux x86_64) Firefox/127,"{""format"": ""csv""}",2026-09-13 17:27:10.142818+00
d85a6d94-49b6-4ba7-b941-297c1c8819ac,6ff17eb7-5c04-40ff-83f8-043b4cb1c45c,auth.login_success,users,,10.20.2.33,Mozilla/5.0 (X11; Linux x86_64) Firefox/127,"{""mfa"": true}",2026-07-31 20:15:10.142818+00
2971412a-b449-4591-8a69-059f0254c0ad,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,document.download_signed,asset_documents,,10.20.14.206,Mozilla/5.0 (X11; Linux x86_64) Firefox/127,"{""ttl_seconds"": 120}",2026-04-20 23:14:10.142818+00
5397df73-5594-4645-b55f-badea5c94b6d,074adb51-413b-4a95-a297-532a23028420,auth.login_failed,users,,10.20.4.95,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126,"{""reason"": ""bad_credentials""}",2026-09-06 11:12:10.142818+00
d452d8aa-5656-44e1-ae78-f2c11afd3641,316fff45-4cbd-4c5f-aa69-23e361e9fdb0,report.export,assets,,10.20.7.186,AST-Mobile/1.2 (Android 14),"{""format"": ""csv""}",2026-06-22 22:18:10.142818+00
a2a06ab3-7c71-4912-a96d-f31e531ca56c,c2f8c8e5-af2d-4fa5-bef8-f8c299334c4a,document.download_signed,asset_documents,,10.20.15.119,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17,"{""ttl_seconds"": 120}",2026-09-08 18:57:10.142818+00
279b8680-9c4b-408d-a32a-1ad685f0400d,b0b54190-fcf5-486a-aa97-94a938211aec,asset.transfer_approved,asset_events,,10.20.6.201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126,"{""approval"": ""single_step""}",2026-07-25 01:59:10.142818+00
dc658387-5f2b-43d9-a8b1-34a1f6890c55,76368d26-ee94-46f4-a13e-259a7f0ce5dc,auth.login_success,users,,10.20.13.153,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17,"{""mfa"": true}",2026-08-30 22:26:10.142818+00
5bce006d-9ebc-467a-a6fc-96352d0a1a46,045d7fdc-085d-4681-9f88-1d8b262ba961,work_order.completed,work_orders,,10.20.3.151,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17,"{""kind"": ""preventive""}",2026-04-09 23:28:10.142818+00
42a708dd-21a5-4b2d-8af0-1831dff9c228,63cfd2c4-2600-45b5-8925-b1c9ff6c04ee,document.download_signed,asset_documents,,10.20.19.130,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17,"{""ttl_seconds"": 120}",2026-06-27 10:05:10.142818+00
792f633a-0548-43a0-8bae-7654d066fa88,49d11b97-7c72-49ce-84b3-5fac923e716e,retirement.approved,assets,,10.20.12.26,AST-Mobile/1.2 (Android 14),"{""evidence"": ""attached""}",2026-06-10 03:14:10.142818+00
821c95e9-3876-4eae-bec2-c6a1d1d80c87,60694a33-64df-4703-bb1f-20bc3948e683,retirement.approved,assets,,10.20.17.145,Mozilla/5.0 (X11; Linux x86_64) Firefox/127,"{""evidence"": ""attached""}",2026-05-16 02:04:10.142818+00
bf81ea15-6e5d-4a2c-8e96-c5c4b169a239,f4f9be59-90a4-4645-9907-3a1110570d64,auth.login_success,users,,10.20.6.83,Mozilla/5.0 (X11; Linux x86_64) Firefox/127,"{""mfa"": true}",2026-03-31 04:16:10.142818+00
e724c9a6-9fff-43b5-a0c7-8127149d6e2f,a88277d6-7193-4856-b318-4d7fb0af2f58,asset.updated,assets,,10.20.14.112,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17,"{""fields"": [""condition""]}",2026-05-01 13:41:10.142818+00
671baebd-609b-4a15-91f7-a15d1deb373b,d1897fd4-bfcd-4ae2-9116-db7e3407cd59,work_order.completed,work_orders,,10.20.4.80,Mozilla/5.0 (X11; Linux x86_64) Firefox/127,"{""kind"": ""preventive""}",2026-08-25 05:50:10.142818+00
