id,parent_id,org_unit_id,location_type,name,code,is_active,created_at,updated_at,created_by,updated_by
ab9714cb-122f-4204-a820-6d7257a3057c,37724b27-3ef2-4bb3-ab2a-60ec4c7b9618,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,room,Lab BLD-C-F2-01,BLD-C-F2-R01,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
5bac9e47-d100-44c8-b570-0db31ea21fad,c70933ce-e053-4ffe-8e0d-97ab5eaf8dae,dc26f153-404e-47f8-8034-eb07783f1c9d,room,Lab BLD-A-F1-02,BLD-A-F1-R02,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
c3046ac9-0b25-4639-993e-d7963242f60a,8e34a5cf-6a71-44a7-9a49-78f0d5bfccd0,6f3efb5d-afd8-49c9-8c40-31084252833a,room,Lab BLD-B-F1-02,BLD-B-F1-R02,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
af21c725-bf6f-4560-aa7b-6019030410ea,92d85742-d34d-42c1-b9c5-3a039cc1d6f7,ff591628-5c79-4358-9a5b-d60833359337,room,Lab BLD-C-F1-02,BLD-C-F1-R02,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
824bea60-5daa-4553-8a8a-d2d710545d90,0c1c0aa3-1842-48cd-90df-9832635602f9,dc26f153-404e-47f8-8034-eb07783f1c9d,room,Lab BLD-A-F2-02,BLD-A-F2-R02,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
1396d3ba-cbf5-462b-9ba0-f055e43663f9,8edad0d5-b77f-48bc-a287-396629e4a1a0,6f3efb5d-afd8-49c9-8c40-31084252833a,room,Lab BLD-B-F2-02,BLD-B-F2-R02,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
b82c31fb-e089-421b-a0d9-9c5e117bb57f,37724b27-3ef2-4bb3-ab2a-60ec4c7b9618,ff591628-5c79-4358-9a5b-d60833359337,room,Lab BLD-C-F2-02,BLD-C-F2-R02,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
14b66bd0-87c7-4b31-b195-99a166e255b1,c70933ce-e053-4ffe-8e0d-97ab5eaf8dae,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,room,Lab BLD-A-F1-03,BLD-A-F1-R03,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
a6ec99b6-0c5e-460f-9bcc-b385a07737c1,8e34a5cf-6a71-44a7-9a49-78f0d5bfccd0,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,room,Lab BLD-B-F1-03,BLD-B-F1-R03,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
0a9ffe3b-a3e2-439e-a1a8-f299379438e2,92d85742-d34d-42c1-b9c5-3a039cc1d6f7,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,room,Lab BLD-C-F1-03,BLD-C-F1-R03,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
bf145be9-a3ed-43c6-8b63-9ac65a15909b,0c1c0aa3-1842-48cd-90df-9832635602f9,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,room,Lab BLD-A-F2-03,BLD-A-F2-R03,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
b685a49b-8c4c-437f-9738-80d6a2ab8af5,8edad0d5-b77f-48bc-a287-396629e4a1a0,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,room,Lab BLD-B-F2-03,BLD-B-F2-R03,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
023a8b57-58c8-49be-b50f-d5bf95d912a1,37724b27-3ef2-4bb3-ab2a-60ec4c7b9618,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,room,Lab BLD-C-F2-03,BLD-C-F2-R03,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
6be6af1f-cc41-4d06-a82f-74acaf9fff13,c70933ce-e053-4ffe-8e0d-97ab5eaf8dae,dc26f153-404e-47f8-8034-eb07783f1c9d,room,Lab BLD-A-F1-04,BLD-A-F1-R04,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
93723cd6-95df-412a-ae14-7ffbe9982442,8e34a5cf-6a71-44a7-9a49-78f0d5bfccd0,6f3efb5d-afd8-49c9-8c40-31084252833a,room,Lab BLD-B-F1-04,BLD-B-F1-R04,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
fdf5ec3c-73f4-4613-932b-6e5cd1d028e1,92d85742-d34d-42c1-b9c5-3a039cc1d6f7,ff591628-5c79-4358-9a5b-d60833359337,room,Lab BLD-C-F1-04,BLD-C-F1-R04,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
5a904d7b-02c7-4a5f-8de4-8106644afe6f,0c1c0aa3-1842-48cd-90df-9832635602f9,dc26f153-404e-47f8-8034-eb07783f1c9d,room,Lab BLD-A-F2-04,BLD-A-F2-R04,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
2d3df51d-7064-4e69-9149-61bba0212bb9,8edad0d5-b77f-48bc-a287-396629e4a1a0,6f3efb5d-afd8-49c9-8c40-31084252833a,room,Lab BLD-B-F2-04,BLD-B-F2-R04,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
931086a7-6352-430d-894b-6363e4ac4388,37724b27-3ef2-4bb3-ab2a-60ec4c7b9618,ff591628-5c79-4358-9a5b-d60833359337,room,Lab BLD-C-F2-04,BLD-C-F2-R04,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
8ce58e75-8b56-44e0-b303-308ab877a282,c70933ce-e053-4ffe-8e0d-97ab5eaf8dae,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,room,Lab BLD-A-F1-05,BLD-A-F1-R05,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
0ea1b587-0390-4fcf-a4cd-e82e2caef624,8e34a5cf-6a71-44a7-9a49-78f0d5bfccd0,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,room,Lab BLD-B-F1-05,BLD-B-F1-R05,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
ce1019d0-93ab-4aad-a9c1-504e7de174b1,92d85742-d34d-42c1-b9c5-3a039cc1d6f7,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,room,Lab BLD-C-F1-05,BLD-C-F1-R05,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
8f91eff9-f399-4920-bb43-f748de8dba53,0c1c0aa3-1842-48cd-90df-9832635602f9,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,room,Lab BLD-A-F2-05,BLD-A-F2-R05,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
4c2ec75b-86b2-44fa-94e9-0ac0abe593cc,8edad0d5-b77f-48bc-a287-396629e4a1a0,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,room,Lab BLD-B-F2-05,BLD-B-F2-R05,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
9c9b191e-d225-40f7-8f83-7360ac682d26,37724b27-3ef2-4bb3-ab2a-60ec4c7b9618,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,room,Lab BLD-C-F2-05,BLD-C-F2-R05,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
1234f84e-b9c0-4ae7-a4a5-d80ccaff9edd,c70933ce-e053-4ffe-8e0d-97ab5eaf8dae,dc26f153-404e-47f8-8034-eb07783f1c9d,room,Lab BLD-A-F1-06,BLD-A-F1-R06,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
73fdb59c-ac31-400e-bf53-3b4e19b20c10,8e34a5cf-6a71-44a7-9a49-78f0d5bfccd0,6f3efb5d-afd8-49c9-8c40-31084252833a,room,Lab BLD-B-F1-06,BLD-B-F1-R06,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
7d91cdbd-8e9f-4416-aff0-b59104bd3dee,92d85742-d34d-42c1-b9c5-3a039cc1d6f7,ff591628-5c79-4358-9a5b-d60833359337,room,Lab BLD-C-F1-06,BLD-C-F1-R06,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
5b86b773-2072-4cf6-ac59-aa6ed5c9e277,0c1c0aa3-1842-48cd-90df-9832635602f9,dc26f153-404e-47f8-8034-eb07783f1c9d,room,Lab BLD-A-F2-06,BLD-A-F2-R06,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
d640dd11-70ae-4fdc-af12-97b61c1003e1,8edad0d5-b77f-48bc-a287-396629e4a1a0,6f3efb5d-afd8-49c9-8c40-31084252833a,room,Lab BLD-B-F2-06,BLD-B-F2-R06,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
b9ee01aa-284d-41fc-92e0-1e2c29704a3b,37724b27-3ef2-4bb3-ab2a-60ec4c7b9618,ff591628-5c79-4358-9a5b-d60833359337,room,Lab BLD-C-F2-06,BLD-C-F2-R06,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
01ff8df6-208a-40fd-bc27-a79a4733d467,c70933ce-e053-4ffe-8e0d-97ab5eaf8dae,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,office,Office BLD-A-F1-07,BLD-A-F1-R07,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
4f677013-b830-462d-a160-59ec1cdb41ec,8e34a5cf-6a71-44a7-9a49-78f0d5bfccd0,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,office,Office BLD-B-F1-07,BLD-B-F1-R07,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
32c3a1d1-37ba-4b9c-9c41-80de762168b5,92d85742-d34d-42c1-b9c5-3a039cc1d6f7,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,office,Office BLD-C-F1-07,BLD-C-F1-R07,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
ed0c4695-23ba-41bb-bb52-4fc110fc0fde,0c1c0aa3-1842-48cd-90df-9832635602f9,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,office,Office BLD-A-F2-07,BLD-A-F2-R07,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
0807df48-ba0b-4ac3-ba93-906a9ddd9acb,8edad0d5-b77f-48bc-a287-396629e4a1a0,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,office,Office BLD-B-F2-07,BLD-B-F2-R07,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
aee1dad1-5904-4a33-8893-b1744b8c9818,37724b27-3ef2-4bb3-ab2a-60ec4c7b9618,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,office,Office BLD-C-F2-07,BLD-C-F2-R07,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
ad7545d1-5dd0-4c6a-9a2b-f8865e75563f,c70933ce-e053-4ffe-8e0d-97ab5eaf8dae,dc26f153-404e-47f8-8034-eb07783f1c9d,office,Office BLD-A-F1-08,BLD-A-F1-R08,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
faabc42b-93b2-4e8b-9e4d-2abd46f82d9c,8e34a5cf-6a71-44a7-9a49-78f0d5bfccd0,6f3efb5d-afd8-49c9-8c40-31084252833a,office,Office BLD-B-F1-08,BLD-B-F1-R08,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
ba4b9298-99d3-4aa9-8d04-f4d0d933550d,92d85742-d34d-42c1-b9c5-3a039cc1d6f7,ff591628-5c79-4358-9a5b-d60833359337,office,Office BLD-C-F1-08,BLD-C-F1-R08,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
3288eed1-6ae3-45da-acb7-12c603a5bfed,0c1c0aa3-1842-48cd-90df-9832635602f9,dc26f153-404e-47f8-8034-eb07783f1c9d,office,Office BLD-A-F2-08,BLD-A-F2-R08,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
e514cc00-3301-4d64-af38-4cd4294f1363,8edad0d5-b77f-48bc-a287-396629e4a1a0,6f3efb5d-afd8-49c9-8c40-31084252833a,office,Office BLD-B-F2-08,BLD-B-F2-R08,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
02bca8b1-2624-4782-8cf9-81f6abe4f201,37724b27-3ef2-4bb3-ab2a-60ec4c7b9618,ff591628-5c79-4358-9a5b-d60833359337,office,Office BLD-C-F2-08,BLD-C-F2-R08,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
226f67de-eecb-4041-b2fd-00c436b1b82f,c70933ce-e053-4ffe-8e0d-97ab5eaf8dae,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,office,Office BLD-A-F1-09,BLD-A-F1-R09,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
42a0fa0c-5355-4ca9-b2c2-a1b6993ee48b,8e34a5cf-6a71-44a7-9a49-78f0d5bfccd0,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,office,Office BLD-B-F1-09,BLD-B-F1-R09,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
b430dfa5-4f26-4ce2-bba1-b6ed3b2eefd4,0c1c0aa3-1842-48cd-90df-9832635602f9,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,office,Office BLD-A-F2-09,BLD-A-F2-R09,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
85499f3b-df0c-46e7-b412-0e86014d2d23,8edad0d5-b77f-48bc-a287-396629e4a1a0,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,office,Office BLD-B-F2-09,BLD-B-F2-R09,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
87c202bd-5d44-4042-accc-214381d58ab5,c70933ce-e053-4ffe-8e0d-97ab5eaf8dae,dc26f153-404e-47f8-8034-eb07783f1c9d,office,Office BLD-A-F1-10,BLD-A-F1-R10,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
fd093c49-0da4-4fb9-b4ca-3354e21aeeed,8e34a5cf-6a71-44a7-9a49-78f0d5bfccd0,6f3efb5d-afd8-49c9-8c40-31084252833a,office,Office BLD-B-F1-10,BLD-B-F1-R10,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
75741c19-7bc5-4f13-8bcd-5543dbab11a6,0c1c0aa3-1842-48cd-90df-9832635602f9,dc26f153-404e-47f8-8034-eb07783f1c9d,office,Office BLD-A-F2-10,BLD-A-F2-R10,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
a794d2a5-d422-4ca5-97b2-a4c30210ff52,8edad0d5-b77f-48bc-a287-396629e4a1a0,6f3efb5d-afd8-49c9-8c40-31084252833a,office,Office BLD-B-F2-10,BLD-B-F2-R10,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
82b18927-3012-44e6-8cdf-2cfd52c45ab5,e5af376e-e289-46e9-89ef-56eaefb911a9,6fae8d38-5d36-4971-bb0e-c2b1b6f880b1,storage,Store room - Engineering Building,BLD-A-STORE,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
40ac170c-94e1-49c9-ae15-deb0fd7ba15b,80ff2b98-628f-42d9-b675-40e5a7091649,faf0affc-ea1d-41f0-97e6-c0f136acfb12,storage,Store room - AI and Data Science Building,BLD-B-STORE,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
bbb89a25-db68-49a5-aaed-0cc24d38281b,2041f5ec-1292-4695-ba05-6467bedfc759,d52b79be-c2d1-4095-83c4-ba22b0b20ef9,storage,Store room - Administration Building,BLD-C-STORE,t,2026-09-21 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
