asset_tag,snapshot_date,category_code,category_group_code,useful_life_months,age_days,age_months,purchase_cost,condition_at_snapshot,warranty_active,prior_work_orders_count,prior_failures_count,prior_maintenance_cost_total,avg_repair_hours_so_far,maintenance_last_90d_count,building,department,location_type,failure_within_30d,days_to_next_failure,missing_days_to_failure,failure_status,age_years,life_used_percentage,total_maintenance_events,maintenance_cost_per_work_order,failure_history_flag,high_maintenance_flag,warranty_status,snapshot_year,snapshot_month,snapshot_month_name,age_group,cost_group
AST-FAC-AC-00017,2026-08-22,FAC-AC,FAC,96,660,21.7,21000.0,unknown,f,10,3,9210.0,10.2,2,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,1.8069815195071868,22.604166666666668,12,921.0,1,1,Inactive,2026,8,August,1-3 Years,High Cost
AST-FAC-AC-00041,2023-09-22,FAC-AC,FAC,96,1191,39.1,33600.0,unknown,f,0,0,0.0,2.08,0,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,3.260780287474333,40.729166666666664,0,0.0,0,0,Inactive,2023,9,September,3-5 Years,Very High Cost
AST-FAC-AC-00041,2023-10-22,FAC-AC,FAC,96,1221,40.1,33600.0,unknown,f,1,0,120.0,2.17,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,3.3429158110882957,41.770833333333336,2,120.0,0,1,Inactive,2023,10,October,3-5 Years,Very High Cost
AST-FAC-AC-00041,2023-11-21,FAC-AC,FAC,96,1251,41.1,33600.0,unknown,f,1,0,120.0,2.17,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,3.4250513347022586,42.8125,2,120.0,0,1,Inactive,2023,11,November,3-5 Years,Very High Cost
AST-FAC-AC-00041,2023-12-21,FAC-AC,FAC,96,1281,42.1,33600.0,unknown,f,1,0,120.0,2.17,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,3.5071868583162216,43.854166666666664,2,120.0,0,1,Inactive,2023,12,December,3-5 Years,Very High Cost
AST-FAC-AC-00041,2024-01-20,FAC-AC,FAC,96,1311,43.1,33600.0,unknown,f,2,0,120.0,2.17,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,3.589322381930185,44.895833333333336,3,60.0,0,1,Inactive,2024,1,January,3-5 Years,Very High Cost
AST-FAC-AC-00041,2024-02-19,FAC-AC,FAC,96,1341,44.1,33600.0,unknown,f,2,0,480.0,1.72,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,3.671457905544148,45.9375,3,240.0,0,1,Inactive,2024,2,February,3-5 Years,Very High Cost
AST-FAC-AC-00041,2024-03-20,FAC-AC,FAC,96,1371,45.0,33600.0,unknown,f,2,0,480.0,1.72,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,3.753593429158111,46.875,3,240.0,0,1,Inactive,2024,3,March,3-5 Years,Very High Cost
AST-FAC-AC-00041,2024-04-19,FAC-AC,FAC,96,1401,46.0,33600.0,unknown,f,3,0,600.0,2.06,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,3.8357289527720737,47.91666666666667,4,200.0,0,1,Inactive,2024,4,April,3-5 Years,Very High Cost
AST-FAC-AC-00041,2024-05-19,FAC-AC,FAC,96,1431,47.0,33600.0,unknown,f,3,0,600.0,2.06,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,3.917864476386037,48.95833333333333,4,200.0,0,1,Inactive,2024,5,May,3-5 Years,Very High Cost
AST-FAC-AC-00041,2024-06-18,FAC-AC,FAC,96,1461,48.0,33600.0,unknown,f,3,0,600.0,2.06,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.0,50.0,4,200.0,0,1,Inactive,2024,6,June,3-5 Years,Very High Cost
AST-FAC-AC-00041,2024-07-18,FAC-AC,FAC,96,1491,49.0,33600.0,unknown,f,4,0,1080.0,1.87,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.082135523613963,51.041666666666664,5,270.0,0,1,Inactive,2024,7,July,3-5 Years,Very High Cost
AST-FAC-AC-00041,2024-08-17,FAC-AC,FAC,96,1521,50.0,33600.0,unknown,f,4,0,1080.0,1.87,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.164271047227926,52.083333333333336,5,270.0,0,1,Inactive,2024,8,August,3-5 Years,Very High Cost
AST-FAC-AC-00041,2024-09-16,FAC-AC,FAC,96,1551,51.0,33600.0,unknown,f,4,0,1080.0,1.87,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.246406570841889,53.125,5,270.0,0,1,Inactive,2024,9,September,3-5 Years,Very High Cost
AST-FAC-AC-00041,2024-10-16,FAC-AC,FAC,96,1581,51.9,33600.0,unknown,f,5,0,2442.0,1.91,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.328542094455853,54.0625,6,488.4,0,1,Inactive,2024,10,October,3-5 Years,Very High Cost
AST-FAC-AC-00041,2024-11-15,FAC-AC,FAC,96,1611,52.9,33600.0,unknown,f,5,0,2442.0,1.91,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.4106776180698155,55.104166666666664,6,488.4,0,1,Inactive,2024,11,November,3-5 Years,Very High Cost
AST-FAC-AC-00041,2024-12-15,FAC-AC,FAC,96,1641,53.9,33600.0,unknown,f,5,0,2442.0,1.91,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.492813141683778,56.14583333333333,6,488.4,0,1,Inactive,2024,12,December,3-5 Years,Very High Cost
AST-FAC-AC-00041,2025-01-14,FAC-AC,FAC,96,1671,54.9,33600.0,unknown,f,6,0,2442.0,1.91,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.574948665297741,57.1875,7,407.0,0,1,Inactive,2025,1,January,3-5 Years,Very High Cost
AST-FAC-AC-00041,2025-02-13,FAC-AC,FAC,96,1701,55.9,33600.0,unknown,f,6,0,2562.0,1.76,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.657084188911704,58.229166666666664,7,427.0,0,1,Inactive,2025,2,February,3-5 Years,Very High Cost
AST-FAC-AC-00041,2025-03-15,FAC-AC,FAC,96,1731,56.9,33600.0,unknown,f,6,0,2562.0,1.76,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.739219712525667,59.27083333333333,7,427.0,0,1,Inactive,2025,3,March,3-5 Years,Very High Cost
AST-FAC-AC-00041,2025-04-14,FAC-AC,FAC,96,1761,57.9,33600.0,unknown,f,7,0,3622.0,1.9,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.82135523613963,60.3125,8,517.4285714285714,0,1,Inactive,2025,4,April,3-5 Years,Very High Cost
AST-FAC-AC-00041,2025-05-14,FAC-AC,FAC,96,1791,58.8,33600.0,unknown,f,7,0,3622.0,1.9,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.903490759753593,61.24999999999999,8,517.4285714285714,0,1,Inactive,2025,5,May,3-5 Years,Very High Cost
AST-FAC-AC-00041,2025-06-13,FAC-AC,FAC,96,1821,59.8,33600.0,unknown,f,7,0,3622.0,1.9,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.985626283367557,62.291666666666664,8,517.4285714285714,0,1,Inactive,2025,6,June,3-5 Years,Very High Cost
AST-FAC-AC-00041,2025-07-13,FAC-AC,FAC,96,1851,60.8,33600.0,unknown,f,8,0,3982.0,1.94,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,5.06776180698152,63.33333333333333,9,497.75,0,1,Inactive,2025,7,July,5-10 Years,Very High Cost
AST-FAC-AC-00041,2025-08-12,FAC-AC,FAC,96,1881,61.8,33600.0,unknown,f,8,0,3982.0,1.94,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,5.149897330595483,64.375,9,497.75,0,1,Inactive,2025,8,August,5-10 Years,Very High Cost
AST-FAC-AC-00041,2025-09-11,FAC-AC,FAC,96,1911,62.8,33600.0,unknown,f,8,0,3982.0,1.94,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,5.232032854209446,65.41666666666667,9,497.75,0,1,Inactive,2025,9,September,5-10 Years,Very High Cost
AST-FAC-AC-00041,2025-10-11,FAC-AC,FAC,96,1941,63.8,33600.0,unknown,f,9,0,5137.0,1.97,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,5.314168377823409,66.45833333333333,10,570.7777777777778,0,1,Inactive,2025,10,October,5-10 Years,Very High Cost
AST-FAC-AC-00041,2025-11-10,FAC-AC,FAC,96,1971,64.8,33600.0,unknown,f,9,0,5137.0,1.97,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,5.3963039014373715,67.5,10,570.7777777777778,0,1,Inactive,2025,11,November,5-10 Years,Very High Cost
AST-FAC-AC-00041,2025-12-10,FAC-AC,FAC,96,2001,65.7,33600.0,fair,f,9,0,5137.0,1.97,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,5.478439425051334,68.4375,10,570.7777777777778,0,1,Inactive,2025,12,December,5-10 Years,Very High Cost
AST-FAC-AC-00041,2026-01-09,FAC-AC,FAC,96,2031,66.7,33600.0,fair,f,10,0,5617.0,1.91,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,5.560574948665297,69.47916666666667,11,561.7,0,1,Inactive,2026,1,January,5-10 Years,Very High Cost
AST-FAC-AC-00041,2026-02-08,FAC-AC,FAC,96,2061,67.7,33600.0,fair,f,10,0,5617.0,1.91,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,5.642710472279261,70.52083333333333,11,561.7,0,1,Inactive,2026,2,February,5-10 Years,Very High Cost
AST-FAC-AC-00041,2026-03-10,FAC-AC,FAC,96,2091,68.7,33600.0,fair,f,10,0,5617.0,1.91,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,5.724845995893224,71.5625,11,561.7,0,1,Inactive,2026,3,March,5-10 Years,Very High Cost
AST-FAC-AC-00041,2026-04-09,FAC-AC,FAC,96,2121,69.7,33600.0,fair,f,11,0,5977.0,1.95,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,5.806981519507187,72.60416666666667,12,543.3636363636364,0,1,Inactive,2026,4,April,5-10 Years,Very High Cost
AST-FAC-AC-00041,2026-05-09,FAC-AC,FAC,96,2151,70.7,33600.0,fair,f,11,0,5977.0,1.95,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,5.88911704312115,73.64583333333333,12,543.3636363636364,0,1,Inactive,2026,5,May,5-10 Years,Very High Cost
AST-FAC-AC-00041,2026-06-08,FAC-AC,FAC,96,2181,71.6,33600.0,fair,f,11,0,5977.0,1.95,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,5.971252566735113,74.58333333333333,12,543.3636363636364,0,1,Inactive,2026,6,June,5-10 Years,Very High Cost
AST-FAC-AC-00041,2026-07-08,FAC-AC,FAC,96,2211,72.6,33600.0,fair,f,12,0,6457.0,1.94,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,6.053388090349076,75.625,13,538.0833333333334,0,1,Inactive,2026,7,July,5-10 Years,Very High Cost
AST-FAC-AC-00041,2026-08-07,FAC-AC,FAC,96,2241,73.6,33600.0,fair,f,12,0,6457.0,1.94,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,6.135523613963039,76.66666666666666,13,538.0833333333334,0,1,Inactive,2026,8,August,5-10 Years,Very High Cost
AST-FAC-AC-00065,2026-03-08,FAC-AC,FAC,96,60,2.0,25200.0,fair,t,1,0,480.0,0.98,1,Administration Building,Unknown,room,0,,1,No Failure,0.16427104722792607,2.083333333333333,2,480.0,0,1,Active,2026,3,March,0-1 Years,Very High Cost
AST-FAC-AC-00065,2026-04-07,FAC-AC,FAC,96,90,3.0,25200.0,fair,t,1,0,480.0,0.98,1,Administration Building,Unknown,room,0,,1,No Failure,0.2464065708418891,3.125,2,480.0,0,1,Active,2026,4,April,0-1 Years,Very High Cost
AST-FAC-AC-00065,2026-05-07,FAC-AC,FAC,96,120,3.9,25200.0,fair,t,2,0,480.0,0.98,2,Administration Building,Unknown,room,0,,1,No Failure,0.32854209445585214,4.0625,4,240.0,0,1,Active,2026,5,May,0-1 Years,Very High Cost
AST-FAC-AC-00065,2026-06-06,FAC-AC,FAC,96,150,4.9,25200.0,fair,t,2,0,600.0,1.98,1,Administration Building,Unknown,room,0,,1,No Failure,0.4106776180698152,5.104166666666667,3,300.0,0,1,Active,2026,6,June,0-1 Years,Very High Cost
AST-FAC-AC-00065,2026-07-06,FAC-AC,FAC,96,180,5.9,25200.0,fair,t,2,0,600.0,1.98,1,Administration Building,Unknown,room,0,,1,No Failure,0.4928131416837782,6.145833333333334,3,300.0,0,1,Active,2026,7,July,0-1 Years,Very High Cost
AST-FAC-AC-00065,2026-08-05,FAC-AC,FAC,96,210,6.9,25200.0,fair,t,3,0,600.0,1.98,2,Administration Building,Unknown,room,0,,1,No Failure,0.5749486652977412,7.187500000000001,5,200.0,0,1,Active,2026,8,August,0-1 Years,Very High Cost
AST-FAC-AC-00113,2023-09-22,FAC-AC,FAC,96,1148,37.7,33600.0,unknown,f,0,0,0.0,2.08,0,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,3.143052703627652,39.270833333333336,0,0.0,0,0,Inactive,2023,9,September,3-5 Years,Very High Cost
AST-FAC-AC-00113,2023-10-22,FAC-AC,FAC,96,1178,38.7,33600.0,unknown,f,1,0,240.0,1.08,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,3.2251882272416155,40.3125,2,240.0,0,1,Inactive,2023,10,October,3-5 Years,Very High Cost
AST-FAC-AC-00113,2023-11-21,FAC-AC,FAC,96,1208,39.7,33600.0,unknown,f,1,0,240.0,1.08,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,3.3073237508555784,41.35416666666667,2,240.0,0,1,Inactive,2023,11,November,3-5 Years,Very High Cost
AST-FAC-AC-00113,2023-12-21,FAC-AC,FAC,96,1238,40.7,33600.0,unknown,f,1,0,240.0,1.08,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,3.3894592744695413,42.395833333333336,2,240.0,0,1,Inactive,2023,12,December,3-5 Years,Very High Cost
AST-FAC-AC-00113,2024-01-20,FAC-AC,FAC,96,1268,41.7,33600.0,unknown,f,2,0,720.0,1.72,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,3.4715947980835042,43.4375,3,360.0,0,1,Inactive,2024,1,January,3-5 Years,Very High Cost
AST-FAC-AC-00113,2024-02-19,FAC-AC,FAC,96,1298,42.6,33600.0,unknown,f,2,0,720.0,1.72,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,3.5537303216974676,44.375,3,360.0,0,1,Inactive,2024,2,February,3-5 Years,Very High Cost
AST-FAC-AC-00113,2024-03-20,FAC-AC,FAC,96,1328,43.6,33600.0,unknown,f,2,0,720.0,1.72,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,3.6358658453114305,45.416666666666664,3,360.0,0,1,Inactive,2024,3,March,3-5 Years,Very High Cost
AST-FAC-AC-00113,2024-04-19,FAC-AC,FAC,96,1358,44.6,33600.0,unknown,f,3,0,1169.0,1.44,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,3.7180013689253935,46.458333333333336,4,389.6666666666667,0,1,Inactive,2024,4,April,3-5 Years,Very High Cost
AST-FAC-AC-00113,2024-05-19,FAC-AC,FAC,96,1388,45.6,33600.0,unknown,f,3,0,1169.0,1.44,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,3.800136892539357,47.5,4,389.6666666666667,0,1,Inactive,2024,5,May,3-5 Years,Very High Cost
AST-FAC-AC-00113,2024-06-18,FAC-AC,FAC,96,1418,46.6,33600.0,unknown,f,3,0,1169.0,1.44,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,3.8822724161533197,48.541666666666664,4,389.6666666666667,0,1,Inactive,2024,6,June,3-5 Years,Very High Cost
AST-FAC-AC-00113,2024-07-18,FAC-AC,FAC,96,1448,47.6,33600.0,unknown,f,4,0,1289.0,1.36,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,3.9644079397672827,49.583333333333336,5,322.25,0,1,Inactive,2024,7,July,3-5 Years,Very High Cost
AST-FAC-AC-00113,2024-08-17,FAC-AC,FAC,96,1478,48.6,33600.0,unknown,f,4,0,1289.0,1.36,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.046543463381246,50.625,5,322.25,0,1,Inactive,2024,8,August,3-5 Years,Very High Cost
AST-FAC-AC-00113,2024-09-16,FAC-AC,FAC,96,1508,49.5,33600.0,unknown,f,4,0,1289.0,1.36,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.128678986995209,51.5625,5,322.25,0,1,Inactive,2024,9,September,3-5 Years,Very High Cost
AST-FAC-AC-00113,2024-10-16,FAC-AC,FAC,96,1538,50.5,33600.0,unknown,f,5,0,1649.0,1.58,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.210814510609172,52.604166666666664,6,329.8,0,1,Inactive,2024,10,October,3-5 Years,Very High Cost
AST-FAC-AC-00113,2024-11-15,FAC-AC,FAC,96,1568,51.5,33600.0,unknown,f,5,0,1649.0,1.58,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.292950034223135,53.645833333333336,6,329.8,0,1,Inactive,2024,11,November,3-5 Years,Very High Cost
AST-FAC-AC-00113,2024-12-15,FAC-AC,FAC,96,1598,52.5,33600.0,unknown,f,5,0,1649.0,1.58,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.375085557837098,54.6875,6,329.8,0,1,Inactive,2024,12,December,3-5 Years,Very High Cost
AST-FAC-AC-00113,2025-01-14,FAC-AC,FAC,96,1628,53.5,33600.0,unknown,f,6,0,2129.0,1.4,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.457221081451061,55.729166666666664,7,354.8333333333333,0,1,Inactive,2025,1,January,3-5 Years,Very High Cost
AST-FAC-AC-00113,2025-02-13,FAC-AC,FAC,96,1658,54.5,33600.0,unknown,f,6,0,2129.0,1.4,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.539356605065024,56.770833333333336,7,354.8333333333333,0,1,Inactive,2025,2,February,3-5 Years,Very High Cost
AST-FAC-AC-00113,2025-03-15,FAC-AC,FAC,96,1688,55.5,33600.0,unknown,f,6,0,2129.0,1.4,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.621492128678987,57.8125,7,354.8333333333333,0,1,Inactive,2025,3,March,3-5 Years,Very High Cost
AST-FAC-AC-00113,2025-04-14,FAC-AC,FAC,96,1718,56.4,33600.0,unknown,f,7,0,2687.0,1.39,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.70362765229295,58.75,8,383.85714285714283,0,1,Inactive,2025,4,April,3-5 Years,Very High Cost
AST-FAC-AC-00113,2025-05-14,FAC-AC,FAC,96,1748,57.4,33600.0,unknown,f,7,0,2687.0,1.39,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.785763175906913,59.791666666666664,8,383.85714285714283,0,1,Inactive,2025,5,May,3-5 Years,Very High Cost
AST-FAC-AC-00113,2025-06-13,FAC-AC,FAC,96,1778,58.4,33600.0,unknown,f,7,0,2687.0,1.39,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.867898699520876,60.83333333333333,8,383.85714285714283,0,1,Inactive,2025,6,June,3-5 Years,Very High Cost
AST-FAC-AC-00113,2025-07-13,FAC-AC,FAC,96,1808,59.4,33600.0,unknown,f,8,0,3047.0,1.37,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,4.950034223134839,61.875,9,380.875,0,1,Inactive,2025,7,July,3-5 Years,Very High Cost
AST-FAC-AC-00113,2025-08-12,FAC-AC,FAC,96,1838,60.4,33600.0,unknown,f,8,0,3047.0,1.37,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,5.032169746748802,62.916666666666664,9,380.875,0,1,Inactive,2025,8,August,5-10 Years,Very High Cost
AST-FAC-AC-00113,2025-09-11,FAC-AC,FAC,96,1868,61.4,33600.0,unknown,f,8,0,3047.0,1.37,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,5.114305270362765,63.95833333333333,9,380.875,0,1,Inactive,2025,9,September,5-10 Years,Very High Cost
AST-FAC-AC-00113,2025-10-11,FAC-AC,FAC,96,1898,62.4,33600.0,unknown,f,9,0,3407.0,1.3,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,5.196440793976728,65.0,10,378.55555555555554,0,1,Inactive,2025,10,October,5-10 Years,Very High Cost
AST-FAC-AC-00113,2025-11-10,FAC-AC,FAC,96,1928,63.3,33600.0,unknown,f,9,0,3407.0,1.3,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,5.278576317590692,65.9375,10,378.55555555555554,0,1,Inactive,2025,11,November,5-10 Years,Very High Cost
AST-FAC-AC-00113,2025-12-10,FAC-AC,FAC,96,1958,64.3,33600.0,unknown,f,9,0,3407.0,1.3,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,5.360711841204655,66.97916666666667,10,378.55555555555554,0,1,Inactive,2025,12,December,5-10 Years,Very High Cost
AST-FAC-AC-00113,2026-01-09,FAC-AC,FAC,96,1988,65.3,33600.0,unknown,f,10,0,3887.0,1.25,1,Engineering Building,Electrical Engineering Department,room,0,,1,No Failure,5.4428473648186175,68.02083333333333,11,388.7,0,1,Inactive,2026,1,January,5-10 Years,Very High Cost
