asset_tag,snapshot_date,category_code,category_group_code,useful_life_months,age_days,age_months,purchase_cost,condition_at_snapshot,warranty_active,prior_work_orders_count,prior_failures_count,prior_maintenance_cost_total,avg_repair_hours_so_far,maintenance_last_90d_count,building,department,location_type,failure_within_30d,days_to_next_failure
AST-FAC-AC-00017,2025-12-25,FAC-AC,FAC,96,420,13.8,21000.00,unknown,f,6,1,5223.00,6.11,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00017,2026-01-24,FAC-AC,FAC,96,450,14.8,21000.00,unknown,f,6,1,5223.00,6.11,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00017,2026-02-23,FAC-AC,FAC,96,480,15.8,21000.00,unknown,f,7,1,5223.00,6.11,2,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00017,2026-03-25,FAC-AC,FAC,96,510,16.8,21000.00,unknown,f,7,1,5463.00,5.63,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00017,2026-04-24,FAC-AC,FAC,96,540,17.7,21000.00,unknown,f,7,1,5463.00,5.63,1,Engineering Building,Electrical Engineering Department,office,1,16
AST-FAC-AC-00017,2026-05-24,FAC-AC,FAC,96,570,18.7,21000.00,unknown,f,9,2,7065.00,6.57,3,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00017,2026-06-23,FAC-AC,FAC,96,600,19.7,21000.00,unknown,f,9,2,7065.00,6.57,2,Engineering Building,Electrical Engineering Department,office,1,27
AST-FAC-AC-00017,2026-07-23,FAC-AC,FAC,96,630,20.7,21000.00,unknown,f,10,3,9210.00,10.20,3,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00017,2026-08-22,FAC-AC,FAC,96,660,21.7,21000.00,unknown,f,10,3,9210.00,10.20,2,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00041,2023-09-22,FAC-AC,FAC,96,1191,39.1,33600.00,unknown,f,0,0,0,,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2023-10-22,FAC-AC,FAC,96,1221,40.1,33600.00,unknown,f,1,0,120.00,2.17,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2023-11-21,FAC-AC,FAC,96,1251,41.1,33600.00,unknown,f,1,0,120.00,2.17,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2023-12-21,FAC-AC,FAC,96,1281,42.1,33600.00,unknown,f,1,0,120.00,2.17,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2024-01-20,FAC-AC,FAC,96,1311,43.1,33600.00,unknown,f,2,0,120.00,2.17,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2024-02-19,FAC-AC,FAC,96,1341,44.1,33600.00,unknown,f,2,0,480.00,1.72,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2024-03-20,FAC-AC,FAC,96,1371,45.0,33600.00,unknown,f,2,0,480.00,1.72,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2024-04-19,FAC-AC,FAC,96,1401,46.0,33600.00,unknown,f,3,0,600.00,2.06,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2024-05-19,FAC-AC,FAC,96,1431,47.0,33600.00,unknown,f,3,0,600.00,2.06,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2024-06-18,FAC-AC,FAC,96,1461,48.0,33600.00,unknown,f,3,0,600.00,2.06,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2024-07-18,FAC-AC,FAC,96,1491,49.0,33600.00,unknown,f,4,0,1080.00,1.87,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2024-08-17,FAC-AC,FAC,96,1521,50.0,33600.00,unknown,f,4,0,1080.00,1.87,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2024-09-16,FAC-AC,FAC,96,1551,51.0,33600.00,unknown,f,4,0,1080.00,1.87,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2024-10-16,FAC-AC,FAC,96,1581,51.9,33600.00,unknown,f,5,0,2442.00,1.91,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2024-11-15,FAC-AC,FAC,96,1611,52.9,33600.00,unknown,f,5,0,2442.00,1.91,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2024-12-15,FAC-AC,FAC,96,1641,53.9,33600.00,unknown,f,5,0,2442.00,1.91,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2025-01-14,FAC-AC,FAC,96,1671,54.9,33600.00,unknown,f,6,0,2442.00,1.91,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2025-02-13,FAC-AC,FAC,96,1701,55.9,33600.00,unknown,f,6,0,2562.00,1.76,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2025-03-15,FAC-AC,FAC,96,1731,56.9,33600.00,unknown,f,6,0,2562.00,1.76,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2025-04-14,FAC-AC,FAC,96,1761,57.9,33600.00,unknown,f,7,0,3622.00,1.90,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2025-05-14,FAC-AC,FAC,96,1791,58.8,33600.00,unknown,f,7,0,3622.00,1.90,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2025-06-13,FAC-AC,FAC,96,1821,59.8,33600.00,unknown,f,7,0,3622.00,1.90,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2025-07-13,FAC-AC,FAC,96,1851,60.8,33600.00,unknown,f,8,0,3982.00,1.94,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2025-08-12,FAC-AC,FAC,96,1881,61.8,33600.00,unknown,f,8,0,3982.00,1.94,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2025-09-11,FAC-AC,FAC,96,1911,62.8,33600.00,unknown,f,8,0,3982.00,1.94,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2025-10-11,FAC-AC,FAC,96,1941,63.8,33600.00,unknown,f,9,0,5137.00,1.97,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2025-11-10,FAC-AC,FAC,96,1971,64.8,33600.00,unknown,f,9,0,5137.00,1.97,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2025-12-10,FAC-AC,FAC,96,2001,65.7,33600.00,fair,f,9,0,5137.00,1.97,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2026-01-09,FAC-AC,FAC,96,2031,66.7,33600.00,fair,f,10,0,5617.00,1.91,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2026-02-08,FAC-AC,FAC,96,2061,67.7,33600.00,fair,f,10,0,5617.00,1.91,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2026-03-10,FAC-AC,FAC,96,2091,68.7,33600.00,fair,f,10,0,5617.00,1.91,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2026-04-09,FAC-AC,FAC,96,2121,69.7,33600.00,fair,f,11,0,5977.00,1.95,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2026-05-09,FAC-AC,FAC,96,2151,70.7,33600.00,fair,f,11,0,5977.00,1.95,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2026-06-08,FAC-AC,FAC,96,2181,71.6,33600.00,fair,f,11,0,5977.00,1.95,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2026-07-08,FAC-AC,FAC,96,2211,72.6,33600.00,fair,f,12,0,6457.00,1.94,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00041,2026-08-07,FAC-AC,FAC,96,2241,73.6,33600.00,fair,f,12,0,6457.00,1.94,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00065,2026-03-08,FAC-AC,FAC,96,60,2.0,25200.00,fair,t,1,0,480.00,0.98,1,Administration Building,,room,0,
AST-FAC-AC-00065,2026-04-07,FAC-AC,FAC,96,90,3.0,25200.00,fair,t,1,0,480.00,0.98,1,Administration Building,,room,0,
AST-FAC-AC-00065,2026-05-07,FAC-AC,FAC,96,120,3.9,25200.00,fair,t,2,0,480.00,0.98,2,Administration Building,,room,0,
AST-FAC-AC-00065,2026-06-06,FAC-AC,FAC,96,150,4.9,25200.00,fair,t,2,0,600.00,1.98,1,Administration Building,,room,0,
AST-FAC-AC-00065,2026-07-06,FAC-AC,FAC,96,180,5.9,25200.00,fair,t,2,0,600.00,1.98,1,Administration Building,,room,0,
AST-FAC-AC-00065,2026-08-05,FAC-AC,FAC,96,210,6.9,25200.00,fair,t,3,0,600.00,1.98,2,Administration Building,,room,0,
AST-FAC-AC-00113,2023-09-22,FAC-AC,FAC,96,1148,37.7,33600.00,unknown,f,0,0,0,,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2023-10-22,FAC-AC,FAC,96,1178,38.7,33600.00,unknown,f,1,0,240.00,1.08,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2023-11-21,FAC-AC,FAC,96,1208,39.7,33600.00,unknown,f,1,0,240.00,1.08,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2023-12-21,FAC-AC,FAC,96,1238,40.7,33600.00,unknown,f,1,0,240.00,1.08,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2024-01-20,FAC-AC,FAC,96,1268,41.7,33600.00,unknown,f,2,0,720.00,1.72,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2024-02-19,FAC-AC,FAC,96,1298,42.6,33600.00,unknown,f,2,0,720.00,1.72,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2024-03-20,FAC-AC,FAC,96,1328,43.6,33600.00,unknown,f,2,0,720.00,1.72,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2024-04-19,FAC-AC,FAC,96,1358,44.6,33600.00,unknown,f,3,0,1169.00,1.44,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2024-05-19,FAC-AC,FAC,96,1388,45.6,33600.00,unknown,f,3,0,1169.00,1.44,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2024-06-18,FAC-AC,FAC,96,1418,46.6,33600.00,unknown,f,3,0,1169.00,1.44,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2024-07-18,FAC-AC,FAC,96,1448,47.6,33600.00,unknown,f,4,0,1289.00,1.36,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2024-08-17,FAC-AC,FAC,96,1478,48.6,33600.00,unknown,f,4,0,1289.00,1.36,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2024-09-16,FAC-AC,FAC,96,1508,49.5,33600.00,unknown,f,4,0,1289.00,1.36,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2024-10-16,FAC-AC,FAC,96,1538,50.5,33600.00,unknown,f,5,0,1649.00,1.58,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2024-11-15,FAC-AC,FAC,96,1568,51.5,33600.00,unknown,f,5,0,1649.00,1.58,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2024-12-15,FAC-AC,FAC,96,1598,52.5,33600.00,unknown,f,5,0,1649.00,1.58,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2025-01-14,FAC-AC,FAC,96,1628,53.5,33600.00,unknown,f,6,0,2129.00,1.40,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2025-02-13,FAC-AC,FAC,96,1658,54.5,33600.00,unknown,f,6,0,2129.00,1.40,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2025-03-15,FAC-AC,FAC,96,1688,55.5,33600.00,unknown,f,6,0,2129.00,1.40,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2025-04-14,FAC-AC,FAC,96,1718,56.4,33600.00,unknown,f,7,0,2687.00,1.39,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2025-05-14,FAC-AC,FAC,96,1748,57.4,33600.00,unknown,f,7,0,2687.00,1.39,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2025-06-13,FAC-AC,FAC,96,1778,58.4,33600.00,unknown,f,7,0,2687.00,1.39,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2025-07-13,FAC-AC,FAC,96,1808,59.4,33600.00,unknown,f,8,0,3047.00,1.37,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2025-08-12,FAC-AC,FAC,96,1838,60.4,33600.00,unknown,f,8,0,3047.00,1.37,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2025-09-11,FAC-AC,FAC,96,1868,61.4,33600.00,unknown,f,8,0,3047.00,1.37,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2025-10-11,FAC-AC,FAC,96,1898,62.4,33600.00,unknown,f,9,0,3407.00,1.30,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2025-11-10,FAC-AC,FAC,96,1928,63.3,33600.00,unknown,f,9,0,3407.00,1.30,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2025-12-10,FAC-AC,FAC,96,1958,64.3,33600.00,unknown,f,9,0,3407.00,1.30,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2026-01-09,FAC-AC,FAC,96,1988,65.3,33600.00,unknown,f,10,0,3887.00,1.25,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2026-02-08,FAC-AC,FAC,96,2018,66.3,33600.00,unknown,f,10,0,3887.00,1.25,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2026-03-10,FAC-AC,FAC,96,2048,67.3,33600.00,unknown,f,10,0,3887.00,1.25,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2026-04-09,FAC-AC,FAC,96,2078,68.3,33600.00,unknown,f,11,0,4367.00,1.20,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2026-05-09,FAC-AC,FAC,96,2108,69.3,33600.00,unknown,f,11,0,4367.00,1.20,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2026-06-08,FAC-AC,FAC,96,2138,70.2,33600.00,unknown,f,11,0,4367.00,1.20,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2026-07-08,FAC-AC,FAC,96,2168,71.2,33600.00,unknown,f,12,0,4367.00,1.20,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00113,2026-08-07,FAC-AC,FAC,96,2198,72.2,33600.00,unknown,f,12,0,4367.00,1.20,1,Engineering Building,Electrical Engineering Department,room,0,
AST-FAC-AC-00161,2023-09-22,FAC-AC,FAC,96,298,9.8,21000.00,unknown,t,0,0,0,,0,AI and Data Science Building,Data Science Department,room,0,
AST-FAC-AC-00161,2023-10-22,FAC-AC,FAC,96,328,10.8,21000.00,unknown,t,0,0,0,,0,AI and Data Science Building,Data Science Department,room,0,
AST-FAC-AC-00161,2023-11-21,FAC-AC,FAC,96,358,11.8,21000.00,unknown,t,0,0,0,,0,AI and Data Science Building,Data Science Department,room,0,
AST-FAC-AC-00161,2023-12-21,FAC-AC,FAC,96,388,12.7,21000.00,unknown,t,1,0,746.00,0.83,1,AI and Data Science Building,Data Science Department,room,0,
AST-FAC-AC-00161,2024-01-20,FAC-AC,FAC,96,418,13.7,21000.00,unknown,t,1,0,746.00,0.83,1,AI and Data Science Building,Data Science Department,room,0,
AST-FAC-AC-00161,2024-02-19,FAC-AC,FAC,96,448,14.7,21000.00,unknown,t,1,0,746.00,0.83,1,AI and Data Science Building,Data Science Department,room,0,
AST-FAC-AC-00161,2024-03-20,FAC-AC,FAC,96,478,15.7,21000.00,unknown,t,2,0,746.00,0.83,1,AI and Data Science Building,Data Science Department,room,0,
AST-FAC-AC-00161,2024-04-19,FAC-AC,FAC,96,508,16.7,21000.00,unknown,t,2,0,866.00,1.68,1,AI and Data Science Building,Data Science Department,room,0,
AST-FAC-AC-00161,2024-05-19,FAC-AC,FAC,96,538,17.7,21000.00,unknown,t,2,0,866.00,1.68,1,AI and Data Science Building,Data Science Department,room,0,
AST-FAC-AC-00161,2024-06-18,FAC-AC,FAC,96,568,18.7,21000.00,unknown,t,3,0,1106.00,1.32,1,AI and Data Science Building,Data Science Department,room,0,
AST-FAC-AC-00161,2024-07-18,FAC-AC,FAC,96,598,19.6,21000.00,unknown,t,3,0,1106.00,1.32,1,AI and Data Science Building,Data Science Department,room,0,
AST-FAC-AC-00161,2024-08-17,FAC-AC,FAC,96,628,20.6,21000.00,unknown,t,3,0,1106.00,1.32,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00161,2024-09-16,FAC-AC,FAC,96,658,21.6,21000.00,unknown,t,4,0,1466.00,1.67,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00161,2024-10-16,FAC-AC,FAC,96,688,22.6,21000.00,unknown,t,4,0,1466.00,1.67,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00161,2024-11-15,FAC-AC,FAC,96,718,23.6,21000.00,unknown,t,4,0,1466.00,1.67,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00161,2024-12-15,FAC-AC,FAC,96,748,24.6,21000.00,unknown,t,5,0,1466.00,1.67,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00161,2025-01-14,FAC-AC,FAC,96,778,25.6,21000.00,unknown,t,5,0,1706.00,1.64,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00161,2025-02-13,FAC-AC,FAC,96,808,26.5,21000.00,unknown,t,5,0,1706.00,1.64,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00161,2025-03-15,FAC-AC,FAC,96,838,27.5,21000.00,unknown,t,6,0,1706.00,1.64,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00161,2025-04-14,FAC-AC,FAC,96,868,28.5,21000.00,unknown,t,6,0,2186.00,1.49,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00161,2025-05-14,FAC-AC,FAC,96,898,29.5,21000.00,unknown,t,6,0,2186.00,1.49,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00161,2025-06-13,FAC-AC,FAC,96,928,30.5,21000.00,unknown,t,7,0,2186.00,1.49,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00161,2025-07-13,FAC-AC,FAC,96,958,31.5,21000.00,unknown,t,7,0,2666.00,1.43,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00161,2025-08-12,FAC-AC,FAC,96,988,32.5,21000.00,unknown,t,7,0,2666.00,1.43,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00161,2025-09-11,FAC-AC,FAC,96,1018,33.4,21000.00,unknown,t,8,0,2666.00,1.43,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00161,2025-10-11,FAC-AC,FAC,96,1048,34.4,21000.00,unknown,t,8,0,3325.00,1.35,1,AI and Data Science Building,Artificial Intelligence Department,office,0,
AST-FAC-AC-00161,2025-11-10,FAC-AC,FAC,96,1078,35.4,21000.00,unknown,t,8,0,3325.00,1.35,1,AI and Data Science Building,Artificial Intelligence Department,office,0,
AST-FAC-AC-00161,2025-12-10,FAC-AC,FAC,96,1108,36.4,21000.00,unknown,f,9,0,4124.00,1.45,1,AI and Data Science Building,Artificial Intelligence Department,office,0,
AST-FAC-AC-00161,2026-01-09,FAC-AC,FAC,96,1138,37.4,21000.00,unknown,f,9,0,4124.00,1.45,1,AI and Data Science Building,Artificial Intelligence Department,office,0,
AST-FAC-AC-00161,2026-02-08,FAC-AC,FAC,96,1168,38.4,21000.00,unknown,f,9,0,4124.00,1.45,1,AI and Data Science Building,Artificial Intelligence Department,office,0,
AST-FAC-AC-00161,2026-03-10,FAC-AC,FAC,96,1198,39.4,21000.00,unknown,f,10,0,4124.00,1.45,1,AI and Data Science Building,Artificial Intelligence Department,office,0,
AST-FAC-AC-00161,2026-04-09,FAC-AC,FAC,96,1228,40.3,21000.00,unknown,f,10,0,4484.00,1.40,1,AI and Data Science Building,Artificial Intelligence Department,office,0,
AST-FAC-AC-00161,2026-05-09,FAC-AC,FAC,96,1258,41.3,21000.00,unknown,f,10,0,4484.00,1.40,1,AI and Data Science Building,Artificial Intelligence Department,office,0,
AST-FAC-AC-00161,2026-06-08,FAC-AC,FAC,96,1288,42.3,21000.00,unknown,f,11,0,4724.00,1.43,1,AI and Data Science Building,Artificial Intelligence Department,office,0,
AST-FAC-AC-00161,2026-07-08,FAC-AC,FAC,96,1318,43.3,21000.00,unknown,f,11,0,4724.00,1.43,1,AI and Data Science Building,Artificial Intelligence Department,office,0,
AST-FAC-AC-00161,2026-08-07,FAC-AC,FAC,96,1348,44.3,21000.00,unknown,f,11,0,4724.00,1.43,1,AI and Data Science Building,Artificial Intelligence Department,office,0,
AST-FAC-AC-00185,2024-08-13,FAC-AC,FAC,96,60,2.0,33600.00,unknown,t,1,0,480.00,2.95,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00185,2024-09-12,FAC-AC,FAC,96,90,3.0,33600.00,unknown,t,1,0,480.00,2.95,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00185,2024-10-12,FAC-AC,FAC,96,120,3.9,33600.00,unknown,t,2,0,480.00,2.95,2,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00185,2024-11-11,FAC-AC,FAC,96,150,4.9,33600.00,unknown,t,2,0,720.00,2.87,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00185,2024-12-11,FAC-AC,FAC,96,180,5.9,33600.00,unknown,t,2,0,720.00,2.87,1,Engineering Building,Electrical Engineering Department,office,1,8
AST-FAC-AC-00185,2025-01-10,FAC-AC,FAC,96,210,6.9,33600.00,unknown,t,4,1,1020.00,7.54,3,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00185,2025-02-09,FAC-AC,FAC,96,240,7.9,33600.00,unknown,t,4,1,1959.00,5.97,2,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00185,2025-03-11,FAC-AC,FAC,96,270,8.9,33600.00,unknown,t,4,1,1959.00,5.97,2,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00185,2025-04-10,FAC-AC,FAC,96,300,9.9,33600.00,unknown,t,5,1,1959.00,5.97,2,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00185,2025-05-10,FAC-AC,FAC,96,330,10.8,33600.00,unknown,t,5,1,2199.00,5.18,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00185,2025-06-09,FAC-AC,FAC,96,360,11.8,33600.00,unknown,t,5,1,2199.00,5.18,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00185,2025-07-09,FAC-AC,FAC,96,390,12.8,33600.00,unknown,t,6,1,2199.00,5.18,2,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00185,2025-08-08,FAC-AC,FAC,96,420,13.8,33600.00,unknown,t,6,1,3446.00,4.73,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00185,2025-09-07,FAC-AC,FAC,96,450,14.8,33600.00,unknown,t,6,1,3446.00,4.73,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00185,2025-10-07,FAC-AC,FAC,96,480,15.8,33600.00,unknown,t,7,1,3446.00,4.73,2,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00185,2025-11-06,FAC-AC,FAC,96,510,16.8,33600.00,unknown,t,7,1,4314.00,4.22,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00185,2025-12-06,FAC-AC,FAC,96,540,17.7,33600.00,unknown,t,7,1,4314.00,4.22,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00185,2026-01-05,FAC-AC,FAC,96,570,18.7,33600.00,unknown,t,8,1,4314.00,4.22,2,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00185,2026-02-04,FAC-AC,FAC,96,600,19.7,33600.00,unknown,t,8,1,4674.00,3.78,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00185,2026-03-06,FAC-AC,FAC,96,630,20.7,33600.00,unknown,t,8,1,4674.00,3.78,1,Engineering Building,Electrical Engineering Department,office,0,
AST-FAC-AC-00185,2026-04-05,FAC-AC,FAC,96,660,21.7,33600.00,unknown,t,9,1,4674.00,3.78,2,Engineering Building,Electrical Engineering Department,office,0,
