location_id,parent_location_id,location_code,location_name,location_type,is_active,depth,location_path,location_path_name,campus,building,floor,room,org_unit_id,org_unit_name,college,department
c3046ac9-0b25-4639-993e-d7963242f60a,8e34a5cf-6a71-44a7-9a49-78f0d5bfccd0,BLD-B-F1-R02,Lab BLD-B-F1-02,room,t,4,MAIN/BLD-B/BLD-B-F1/BLD-B-F1-R02,Main Campus > AI and Data Science Building > AI and Data Science Building - Floor 1 > Lab BLD-B-F1-02,Main Campus,AI and Data Science Building,AI and Data Science Building - Floor 1,Lab BLD-B-F1-02,6f3efb5d-afd8-49c9-8c40-31084252833a,Data Science Department,Faculty of AI and Data Management,Data Science Department
af21c725-bf6f-4560-aa7b-6019030410ea,92d85742-d34d-42c1-b9c5-3a039cc1d6f7,BLD-C-F1-R02,Lab BLD-C-F1-02,room,t,4,MAIN/BLD-C/BLD-C-F1/BLD-C-F1-R02,Main Campus > Administration Building > Administration Building - Floor 1 > Lab BLD-C-F1-02,Main Campus,Administration Building,Administration Building - Floor 1,Lab BLD-C-F1-02,ff591628-5c79-4358-9a5b-d60833359337,Facilities Management,Facilities Management,
824bea60-5daa-4553-8a8a-d2d710545d90,0c1c0aa3-1842-48cd-90df-9832635602f9,BLD-A-F2-R02,Lab BLD-A-F2-02,room,t,4,MAIN/BLD-A/BLD-A-F2/BLD-A-F2-R02,Main Campus > Engineering Building > Engineering Building - Floor 2 > Lab BLD-A-F2-02,Main Campus,Engineering Building,Engineering Building - Floor 2,Lab BLD-A-F2-02,dc26f153-404e-47f8-8034-eb07783f1c9d,Electrical Engineering Department,Faculty of Engineering,Electrical Engineering Department
1396d3ba-cbf5-462b-9ba0-f055e43663f9,8edad0d5-b77f-48bc-a287-396629e4a1a0,BLD-B-F2-R02,Lab BLD-B-F2-02,room,t,4,MAIN/BLD-B/BLD-B-F2/BLD-B-F2-R02,Main Campus > AI and Data Science Building > AI and Data Science Building - Floor 2 > Lab BLD-B-F2-02,Main Campus,AI and Data Science Building,AI and Data Science Building - Floor 2,Lab BLD-B-F2-02,6f3efb5d-afd8-49c9-8c40-31084252833a,Data Science Department,Faculty of AI and Data Management,Data Science Department
b82c31fb-e089-421b-a0d9-9c5e117bb57f,37724b27-3ef2-4bb3-ab2a-60ec4c7b9618,BLD-C-F2-R02,Lab BLD-C-F2-02,room,t,4,MAIN/BLD-C/BLD-C-F2/BLD-C-F2-R02,Main Campus > Administration Building > Administration Building - Floor 2 > Lab BLD-C-F2-02,Main Campus,Administration Building,Administration Building - Floor 2,Lab BLD-C-F2-02,ff591628-5c79-4358-9a5b-d60833359337,Facilities Management,Facilities Management,
14b66bd0-87c7-4b31-b195-99a166e255b1,c70933ce-e053-4ffe-8e0d-97ab5eaf8dae,BLD-A-F1-R03,Lab BLD-A-F1-03,room,t,4,MAIN/BLD-A/BLD-A-F1/BLD-A-F1-R03,Main Campus > Engineering Building > Engineering Building - Floor 1 > Lab BLD-A-F1-03,Main Campus,Engineering Building,Engineering Building - Floor 1,Lab BLD-A-F1-03,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Faculty of Engineering,Computer Science Department
a6ec99b6-0c5e-460f-9bcc-b385a07737c1,8e34a5cf-6a71-44a7-9a49-78f0d5bfccd0,BLD-B-F1-R03,Lab BLD-B-F1-03,room,t,4,MAIN/BLD-B/BLD-B-F1/BLD-B-F1-R03,Main Campus > AI and Data Science Building > AI and Data Science Building - Floor 1 > Lab BLD-B-F1-03,Main Campus,AI and Data Science Building,AI and Data Science Building - Floor 1,Lab BLD-B-F1-03,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,Faculty of AI and Data Management,Artificial Intelligence Department
0a9ffe3b-a3e2-439e-a1a8-f299379438e2,92d85742-d34d-42c1-b9c5-3a039cc1d6f7,BLD-C-F1-R03,Lab BLD-C-F1-03,room,t,4,MAIN/BLD-C/BLD-C-F1/BLD-C-F1-R03,Main Campus > Administration Building > Administration Building - Floor 1 > Lab BLD-C-F1-03,Main Campus,Administration Building,Administration Building - Floor 1,Lab BLD-C-F1-03,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Finance and Procurement,
bf145be9-a3ed-43c6-8b63-9ac65a15909b,0c1c0aa3-1842-48cd-90df-9832635602f9,BLD-A-F2-R03,Lab BLD-A-F2-03,room,t,4,MAIN/BLD-A/BLD-A-F2/BLD-A-F2-R03,Main Campus > Engineering Building > Engineering Building - Floor 2 > Lab BLD-A-F2-03,Main Campus,Engineering Building,Engineering Building - Floor 2,Lab BLD-A-F2-03,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Faculty of Engineering,Computer Science Department
b685a49b-8c4c-437f-9738-80d6a2ab8af5,8edad0d5-b77f-48bc-a287-396629e4a1a0,BLD-B-F2-R03,Lab BLD-B-F2-03,room,t,4,MAIN/BLD-B/BLD-B-F2/BLD-B-F2-R03,Main Campus > AI and Data Science Building > AI and Data Science Building - Floor 2 > Lab BLD-B-F2-03,Main Campus,AI and Data Science Building,AI and Data Science Building - Floor 2,Lab BLD-B-F2-03,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,Faculty of AI and Data Management,Artificial Intelligence Department
023a8b57-58c8-49be-b50f-d5bf95d912a1,37724b27-3ef2-4bb3-ab2a-60ec4c7b9618,BLD-C-F2-R03,Lab BLD-C-F2-03,room,t,4,MAIN/BLD-C/BLD-C-F2/BLD-C-F2-R03,Main Campus > Administration Building > Administration Building - Floor 2 > Lab BLD-C-F2-03,Main Campus,Administration Building,Administration Building - Floor 2,Lab BLD-C-F2-03,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Finance and Procurement,
6be6af1f-cc41-4d06-a82f-74acaf9fff13,c70933ce-e053-4ffe-8e0d-97ab5eaf8dae,BLD-A-F1-R04,Lab BLD-A-F1-04,room,t,4,MAIN/BLD-A/BLD-A-F1/BLD-A-F1-R04,Main Campus > Engineering Building > Engineering Building - Floor 1 > Lab BLD-A-F1-04,Main Campus,Engineering Building,Engineering Building - Floor 1,Lab BLD-A-F1-04,dc26f153-404e-47f8-8034-eb07783f1c9d,Electrical Engineering Department,Faculty of Engineering,Electrical Engineering Department
93723cd6-95df-412a-ae14-7ffbe9982442,8e34a5cf-6a71-44a7-9a49-78f0d5bfccd0,BLD-B-F1-R04,Lab BLD-B-F1-04,room,t,4,MAIN/BLD-B/BLD-B-F1/BLD-B-F1-R04,Main Campus > AI and Data Science Building > AI and Data Science Building - Floor 1 > Lab BLD-B-F1-04,Main Campus,AI and Data Science Building,AI and Data Science Building - Floor 1,Lab BLD-B-F1-04,6f3efb5d-afd8-49c9-8c40-31084252833a,Data Science Department,Faculty of AI and Data Management,Data Science Department
fdf5ec3c-73f4-4613-932b-6e5cd1d028e1,92d85742-d34d-42c1-b9c5-3a039cc1d6f7,BLD-C-F1-R04,Lab BLD-C-F1-04,room,t,4,MAIN/BLD-C/BLD-C-F1/BLD-C-F1-R04,Main Campus > Administration Building > Administration Building - Floor 1 > Lab BLD-C-F1-04,Main Campus,Administration Building,Administration Building - Floor 1,Lab BLD-C-F1-04,ff591628-5c79-4358-9a5b-d60833359337,Facilities Management,Facilities Management,
5a904d7b-02c7-4a5f-8de4-8106644afe6f,0c1c0aa3-1842-48cd-90df-9832635602f9,BLD-A-F2-R04,Lab BLD-A-F2-04,room,t,4,MAIN/BLD-A/BLD-A-F2/BLD-A-F2-R04,Main Campus > Engineering Building > Engineering Building - Floor 2 > Lab BLD-A-F2-04,Main Campus,Engineering Building,Engineering Building - Floor 2,Lab BLD-A-F2-04,dc26f153-404e-47f8-8034-eb07783f1c9d,Electrical Engineering Department,Faculty of Engineering,Electrical Engineering Department
2d3df51d-7064-4e69-9149-61bba0212bb9,8edad0d5-b77f-48bc-a287-396629e4a1a0,BLD-B-F2-R04,Lab BLD-B-F2-04,room,t,4,MAIN/BLD-B/BLD-B-F2/BLD-B-F2-R04,Main Campus > AI and Data Science Building > AI and Data Science Building - Floor 2 > Lab BLD-B-F2-04,Main Campus,AI and Data Science Building,AI and Data Science Building - Floor 2,Lab BLD-B-F2-04,6f3efb5d-afd8-49c9-8c40-31084252833a,Data Science Department,Faculty of AI and Data Management,Data Science Department
931086a7-6352-430d-894b-6363e4ac4388,37724b27-3ef2-4bb3-ab2a-60ec4c7b9618,BLD-C-F2-R04,Lab BLD-C-F2-04,room,t,4,MAIN/BLD-C/BLD-C-F2/BLD-C-F2-R04,Main Campus > Administration Building > Administration Building - Floor 2 > Lab BLD-C-F2-04,Main Campus,Administration Building,Administration Building - Floor 2,Lab BLD-C-F2-04,ff591628-5c79-4358-9a5b-d60833359337,Facilities Management,Facilities Management,
8ce58e75-8b56-44e0-b303-308ab877a282,c70933ce-e053-4ffe-8e0d-97ab5eaf8dae,BLD-A-F1-R05,Lab BLD-A-F1-05,room,t,4,MAIN/BLD-A/BLD-A-F1/BLD-A-F1-R05,Main Campus > Engineering Building > Engineering Building - Floor 1 > Lab BLD-A-F1-05,Main Campus,Engineering Building,Engineering Building - Floor 1,Lab BLD-A-F1-05,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Faculty of Engineering,Computer Science Department
0ea1b587-0390-4fcf-a4cd-e82e2caef624,8e34a5cf-6a71-44a7-9a49-78f0d5bfccd0,BLD-B-F1-R05,Lab BLD-B-F1-05,room,t,4,MAIN/BLD-B/BLD-B-F1/BLD-B-F1-R05,Main Campus > AI and Data Science Building > AI and Data Science Building - Floor 1 > Lab BLD-B-F1-05,Main Campus,AI and Data Science Building,AI and Data Science Building - Floor 1,Lab BLD-B-F1-05,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,Faculty of AI and Data Management,Artificial Intelligence Department
ce1019d0-93ab-4aad-a9c1-504e7de174b1,92d85742-d34d-42c1-b9c5-3a039cc1d6f7,BLD-C-F1-R05,Lab BLD-C-F1-05,room,t,4,MAIN/BLD-C/BLD-C-F1/BLD-C-F1-R05,Main Campus > Administration Building > Administration Building - Floor 1 > Lab BLD-C-F1-05,Main Campus,Administration Building,Administration Building - Floor 1,Lab BLD-C-F1-05,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Finance and Procurement,
8f91eff9-f399-4920-bb43-f748de8dba53,0c1c0aa3-1842-48cd-90df-9832635602f9,BLD-A-F2-R05,Lab BLD-A-F2-05,room,t,4,MAIN/BLD-A/BLD-A-F2/BLD-A-F2-R05,Main Campus > Engineering Building > Engineering Building - Floor 2 > Lab BLD-A-F2-05,Main Campus,Engineering Building,Engineering Building - Floor 2,Lab BLD-A-F2-05,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Faculty of Engineering,Computer Science Department
4c2ec75b-86b2-44fa-94e9-0ac0abe593cc,8edad0d5-b77f-48bc-a287-396629e4a1a0,BLD-B-F2-R05,Lab BLD-B-F2-05,room,t,4,MAIN/BLD-B/BLD-B-F2/BLD-B-F2-R05,Main Campus > AI and Data Science Building > AI and Data Science Building - Floor 2 > Lab BLD-B-F2-05,Main Campus,AI and Data Science Building,AI and Data Science Building - Floor 2,Lab BLD-B-F2-05,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,Faculty of AI and Data Management,Artificial Intelligence Department
9c9b191e-d225-40f7-8f83-7360ac682d26,37724b27-3ef2-4bb3-ab2a-60ec4c7b9618,BLD-C-F2-R05,Lab BLD-C-F2-05,room,t,4,MAIN/BLD-C/BLD-C-F2/BLD-C-F2-R05,Main Campus > Administration Building > Administration Building - Floor 2 > Lab BLD-C-F2-05,Main Campus,Administration Building,Administration Building - Floor 2,Lab BLD-C-F2-05,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Finance and Procurement,
1234f84e-b9c0-4ae7-a4a5-d80ccaff9edd,c70933ce-e053-4ffe-8e0d-97ab5eaf8dae,BLD-A-F1-R06,Lab BLD-A-F1-06,room,t,4,MAIN/BLD-A/BLD-A-F1/BLD-A-F1-R06,Main Campus > Engineering Building > Engineering Building - Floor 1 > Lab BLD-A-F1-06,Main Campus,Engineering Building,Engineering Building - Floor 1,Lab BLD-A-F1-06,dc26f153-404e-47f8-8034-eb07783f1c9d,Electrical Engineering Department,Faculty of Engineering,Electrical Engineering Department
73fdb59c-ac31-400e-bf53-3b4e19b20c10,8e34a5cf-6a71-44a7-9a49-78f0d5bfccd0,BLD-B-F1-R06,Lab BLD-B-F1-06,room,t,4,MAIN/BLD-B/BLD-B-F1/BLD-B-F1-R06,Main Campus > AI and Data Science Building > AI and Data Science Building - Floor 1 > Lab BLD-B-F1-06,Main Campus,AI and Data Science Building,AI and Data Science Building - Floor 1,Lab BLD-B-F1-06,6f3efb5d-afd8-49c9-8c40-31084252833a,Data Science Department,Faculty of AI and Data Management,Data Science Department
7d91cdbd-8e9f-4416-aff0-b59104bd3dee,92d85742-d34d-42c1-b9c5-3a039cc1d6f7,BLD-C-F1-R06,Lab BLD-C-F1-06,room,t,4,MAIN/BLD-C/BLD-C-F1/BLD-C-F1-R06,Main Campus > Administration Building > Administration Building - Floor 1 > Lab BLD-C-F1-06,Main Campus,Administration Building,Administration Building - Floor 1,Lab BLD-C-F1-06,ff591628-5c79-4358-9a5b-d60833359337,Facilities Management,Facilities Management,
5b86b773-2072-4cf6-ac59-aa6ed5c9e277,0c1c0aa3-1842-48cd-90df-9832635602f9,BLD-A-F2-R06,Lab BLD-A-F2-06,room,t,4,MAIN/BLD-A/BLD-A-F2/BLD-A-F2-R06,Main Campus > Engineering Building > Engineering Building - Floor 2 > Lab BLD-A-F2-06,Main Campus,Engineering Building,Engineering Building - Floor 2,Lab BLD-A-F2-06,dc26f153-404e-47f8-8034-eb07783f1c9d,Electrical Engineering Department,Faculty of Engineering,Electrical Engineering Department
d640dd11-70ae-4fdc-af12-97b61c1003e1,8edad0d5-b77f-48bc-a287-396629e4a1a0,BLD-B-F2-R06,Lab BLD-B-F2-06,room,t,4,MAIN/BLD-B/BLD-B-F2/BLD-B-F2-R06,Main Campus > AI and Data Science Building > AI and Data Science Building - Floor 2 > Lab BLD-B-F2-06,Main Campus,AI and Data Science Building,AI and Data Science Building - Floor 2,Lab BLD-B-F2-06,6f3efb5d-afd8-49c9-8c40-31084252833a,Data Science Department,Faculty of AI and Data Management,Data Science Department
b9ee01aa-284d-41fc-92e0-1e2c29704a3b,37724b27-3ef2-4bb3-ab2a-60ec4c7b9618,BLD-C-F2-R06,Lab BLD-C-F2-06,room,t,4,MAIN/BLD-C/BLD-C-F2/BLD-C-F2-R06,Main Campus > Administration Building > Administration Building - Floor 2 > Lab BLD-C-F2-06,Main Campus,Administration Building,Administration Building - Floor 2,Lab BLD-C-F2-06,ff591628-5c79-4358-9a5b-d60833359337,Facilities Management,Facilities Management,
01ff8df6-208a-40fd-bc27-a79a4733d467,c70933ce-e053-4ffe-8e0d-97ab5eaf8dae,BLD-A-F1-R07,Office BLD-A-F1-07,office,t,4,MAIN/BLD-A/BLD-A-F1/BLD-A-F1-R07,Main Campus > Engineering Building > Engineering Building - Floor 1 > Office BLD-A-F1-07,Main Campus,Engineering Building,Engineering Building - Floor 1,Office BLD-A-F1-07,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Faculty of Engineering,Computer Science Department
4f677013-b830-462d-a160-59ec1cdb41ec,8e34a5cf-6a71-44a7-9a49-78f0d5bfccd0,BLD-B-F1-R07,Office BLD-B-F1-07,office,t,4,MAIN/BLD-B/BLD-B-F1/BLD-B-F1-R07,Main Campus > AI and Data Science Building > AI and Data Science Building - Floor 1 > Office BLD-B-F1-07,Main Campus,AI and Data Science Building,AI and Data Science Building - Floor 1,Office BLD-B-F1-07,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,Faculty of AI and Data Management,Artificial Intelligence Department
32c3a1d1-37ba-4b9c-9c41-80de762168b5,92d85742-d34d-42c1-b9c5-3a039cc1d6f7,BLD-C-F1-R07,Office BLD-C-F1-07,office,t,4,MAIN/BLD-C/BLD-C-F1/BLD-C-F1-R07,Main Campus > Administration Building > Administration Building - Floor 1 > Office BLD-C-F1-07,Main Campus,Administration Building,Administration Building - Floor 1,Office BLD-C-F1-07,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Finance and Procurement,
ed0c4695-23ba-41bb-bb52-4fc110fc0fde,0c1c0aa3-1842-48cd-90df-9832635602f9,BLD-A-F2-R07,Office BLD-A-F2-07,office,t,4,MAIN/BLD-A/BLD-A-F2/BLD-A-F2-R07,Main Campus > Engineering Building > Engineering Building - Floor 2 > Office BLD-A-F2-07,Main Campus,Engineering Building,Engineering Building - Floor 2,Office BLD-A-F2-07,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Faculty of Engineering,Computer Science Department
0807df48-ba0b-4ac3-ba93-906a9ddd9acb,8edad0d5-b77f-48bc-a287-396629e4a1a0,BLD-B-F2-R07,Office BLD-B-F2-07,office,t,4,MAIN/BLD-B/BLD-B-F2/BLD-B-F2-R07,Main Campus > AI and Data Science Building > AI and Data Science Building - Floor 2 > Office BLD-B-F2-07,Main Campus,AI and Data Science Building,AI and Data Science Building - Floor 2,Office BLD-B-F2-07,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,Faculty of AI and Data Management,Artificial Intelligence Department
aee1dad1-5904-4a33-8893-b1744b8c9818,37724b27-3ef2-4bb3-ab2a-60ec4c7b9618,BLD-C-F2-R07,Office BLD-C-F2-07,office,t,4,MAIN/BLD-C/BLD-C-F2/BLD-C-F2-R07,Main Campus > Administration Building > Administration Building - Floor 2 > Office BLD-C-F2-07,Main Campus,Administration Building,Administration Building - Floor 2,Office BLD-C-F2-07,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Finance and Procurement,
ad7545d1-5dd0-4c6a-9a2b-f8865e75563f,c70933ce-e053-4ffe-8e0d-97ab5eaf8dae,BLD-A-F1-R08,Office BLD-A-F1-08,office,t,4,MAIN/BLD-A/BLD-A-F1/BLD-A-F1-R08,Main Campus > Engineering Building > Engineering Building - Floor 1 > Office BLD-A-F1-08,Main Campus,Engineering Building,Engineering Building - Floor 1,Office BLD-A-F1-08,dc26f153-404e-47f8-8034-eb07783f1c9d,Electrical Engineering Department,Faculty of Engineering,Electrical Engineering Department
faabc42b-93b2-4e8b-9e4d-2abd46f82d9c,8e34a5cf-6a71-44a7-9a49-78f0d5bfccd0,BLD-B-F1-R08,Office BLD-B-F1-08,office,t,4,MAIN/BLD-B/BLD-B-F1/BLD-B-F1-R08,Main Campus > AI and Data Science Building > AI and Data Science Building - Floor 1 > Office BLD-B-F1-08,Main Campus,AI and Data Science Building,AI and Data Science Building - Floor 1,Office BLD-B-F1-08,6f3efb5d-afd8-49c9-8c40-31084252833a,Data Science Department,Faculty of AI and Data Management,Data Science Department
