document_id,asset_id,asset_tag,org_unit_id,org_unit_name,building,document_type,supplier_name,purchase_order_number,invoice_number,invoice_amount,warranty_provider,warranty_expires_at,warranty_days_left,warranty_bucket,mime_type,byte_size,size_mb,scan_status,is_downloadable,uploaded_by,uploaded_by_name,created_at,uploaded_date
18ef7e89-a394-4141-a88f-a93da4a67cc9,b31162f4-123e-45c1-ae96-363e37c60e3d,AST-IT-MONITOR-00224,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,invoice,PowerGuard Energy,PO-2023-0037,INV-2023-0741,5175.60,,,,not a warranty,application/pdf,339304,0.32,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2023-08-15 00:00:00+00,2023-08-15
2fbd2a95-e3a5-4c98-bb2b-b25eaa5919e9,19376259-e7c6-474d-a274-b4a7dd0aa995,AST-IT-MONITOR-00318,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,invoice,Nile Tech Systems,PO-2021-0042,INV-2021-0104,4446.00,,,,not a warranty,application/pdf,138834,0.13,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2021-11-17 00:00:00+00,2021-11-17
b147d8af-0a5c-407f-831f-a9f85c633651,664b8874-680a-4a42-bcca-60369d3b4d1d,AST-IT-PC-00168,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,invoice,Nile Tech Systems,PO-2026-0035,INV-2026-0763,23940.00,,,,not a warranty,application/pdf,283864,0.27,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2026-02-28 00:00:00+00,2026-02-28
1784e3cf-876c-4ace-9658-33b6c930e11e,a5aceaf8-bc0a-44c4-ac3f-d64e1d271a80,AST-FURN-DESK-00180,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,manual,,,,,,,,not a warranty,application/pdf,3277007,3.13,clean,t,60694a33-64df-4703-bb1f-20bc3948e683,Hala Rashad,2026-09-21 12:36:10.142818+00,2026-09-21
1da2e092-65f2-4f5b-91e1-f9f94967ed9d,714404dd-0ea9-4606-8617-a537135a8c97,AST-IT-SWITCH-00068,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,warranty,Delta Computer Supplies,,,,Manufacturer warranty,2025-01-28,-601,expired,application/pdf,161716,0.15,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2022-02-12 00:00:00+00,2022-02-12
866ca57a-e185-4839-92ba-8079ce72dc33,9f10b9a6-6866-4168-868e-891c259876a7,AST-IT-PRINTER-00235,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,warranty,CoolAir Engineering,,,,Service contract,2026-03-17,-188,expired,application/pdf,156257,0.15,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2024-03-31 00:00:00+00,2024-03-31
22f0ae93-594f-4c19-9317-cfbbcef2eb2f,b9069e48-d8db-4a30-856f-59c0b9ec67c5,AST-FURN-DESK-00012,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,warranty,Delta Computer Supplies,,,,Manufacturer warranty,2027-03-05,165,covered,application/pdf,86868,0.08,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2025-03-19 00:00:00+00,2025-03-19
c4e62467-eefd-47ab-b7ba-1a96ee537dc0,0fa4e66e-4e83-4f2f-9a3f-118ba0e74086,AST-FURN-DESK-00348,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,warranty,Delta Computer Supplies,,,,Supplier extended cover,2027-09-17,361,covered,application/pdf,153386,0.15,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2025-10-01 00:00:00+00,2025-10-01
2082ed1d-8eaa-4b67-aeb7-bc470c27210e,714404dd-0ea9-4606-8617-a537135a8c97,AST-IT-SWITCH-00068,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,invoice,Delta Computer Supplies,PO-2022-0022,INV-2022-0484,13794.00,,,,not a warranty,application/pdf,425403,0.41,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2022-02-12 00:00:00+00,2022-02-12
45f183bf-a0ae-4a51-9cbf-1ac1d2997588,c436bbce-52e1-4e34-9045-cf81fa01bd57,AST-IT-SWITCH-00236,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,invoice,Nile Tech Systems,PO-2026-0008,INV-2026-0631,11970.00,,,,not a warranty,application/pdf,218211,0.21,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2026-02-11 00:00:00+00,2026-02-11
ab54abbc-b4ec-4438-8a1c-0484545ecda8,832c7574-047b-40be-beda-2beb93318b0b,AST-IT-SWITCH-00404,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,invoice,LabLine Scientific,PO-2025-0010,INV-2025-0873,15618.00,,,,not a warranty,application/pdf,195576,0.19,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2025-11-01 00:00:00+00,2025-11-01
48fda483-5b24-45e3-851d-ae74601d872a,b9069e48-d8db-4a30-856f-59c0b9ec67c5,AST-FURN-DESK-00012,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,invoice,Delta Computer Supplies,PO-2025-0002,INV-2025-0469,4104.00,,,,not a warranty,application/pdf,459989,0.44,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2025-03-19 00:00:00+00,2025-03-19
25c0bcd3-aeed-4339-ba6c-3480b951b69f,a5aceaf8-bc0a-44c4-ac3f-d64e1d271a80,AST-FURN-DESK-00180,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,invoice,CoolAir Engineering,PO-2025-0031,INV-2025-0879,4400.40,,,,not a warranty,application/pdf,152613,0.15,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2025-11-04 00:00:00+00,2025-11-04
43aa94d4-fac6-4053-a58b-f579092989c0,7731c589-5c32-4851-92e4-e210de77438b,AST-IT-PC-00124,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,invoice,PowerGuard Energy,PO-2021-0029,INV-2021-0707,19380.00,,,,not a warranty,application/pdf,482489,0.46,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2021-03-09 00:00:00+00,2021-03-09
6e1d3344-a37c-43a7-8c8b-a6988f9849b0,c53a84af-7d6a-4f56-afe7-b028c32f28ea,AST-IT-PC-00292,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,invoice,LabLine Scientific,PO-2021-0054,INV-2021-0613,21204.00,,,,not a warranty,application/pdf,507434,0.48,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2021-02-17 00:00:00+00,2021-02-17
3af79e0e-6e5e-4266-a6ac-49403caa695c,ae86aa6d-3e87-4a2a-81ed-6e34d4e56636,AST-FURN-CAB-00304,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,retirement_evidence,,,,,,,,not a warranty,application/pdf,340000,0.32,clean,t,63cfd2c4-2600-45b5-8925-b1c9ff6c04ee,Hossam El-Deen,2026-09-21 12:36:10.142818+00,2026-09-21
74a87fb9-958f-40e8-b442-203fca43785c,ae86aa6d-3e87-4a2a-81ed-6e34d4e56636,AST-FURN-CAB-00304,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,manual,,,,,,,,not a warranty,application/pdf,3364920,3.21,clean,t,60694a33-64df-4703-bb1f-20bc3948e683,Hala Rashad,2026-09-21 12:36:10.142818+00,2026-09-21
2bd9e88c-8c49-47a3-8ac2-84dad96073ab,ae86aa6d-3e87-4a2a-81ed-6e34d4e56636,AST-FURN-CAB-00304,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,warranty,LabLine Scientific,,,,Manufacturer warranty,2024-12-25,-635,expired,application/pdf,169881,0.16,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2022-01-09 00:00:00+00,2022-01-09
cd6a2915-ce24-428e-a112-6b3f5a9223ca,046e7a1f-65e3-4413-a967-02db1733f3c9,AST-IT-PC-00024,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,warranty,LabLine Scientific,,,,Manufacturer warranty,2023-06-01,-1208,expired,application/pdf,158928,0.15,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2020-06-15 00:00:00+00,2020-06-15
efa45621-3c69-41d1-a85b-bd3401354e39,be876a33-d7c0-4e02-8380-c51b35ca0220,AST-IT-PC-00192,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,warranty,Delta Computer Supplies,,,,Service contract,2025-02-18,-580,expired,application/pdf,138716,0.13,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2022-03-05 00:00:00+00,2022-03-05
41ff5d91-16b6-4115-aed5-b0e69b292dcb,f21f1a4e-f67b-4afc-831b-02970ae18b92,AST-IT-PC-00360,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,warranty,PowerGuard Energy,,,,Manufacturer warranty,2028-03-02,528,covered,application/pdf,207024,0.20,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2026-03-17 00:00:00+00,2026-03-17
86c949e7-c803-46a2-8301-6b62abbdf24d,01475fef-d0d0-4491-9afd-308a228d3be5,AST-FURN-CAB-00136,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,invoice,CoolAir Engineering,PO-2023-0045,INV-2023-0762,3693.60,,,,not a warranty,application/pdf,139042,0.13,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2023-07-26 00:00:00+00,2023-07-26
4f8b7e10-efe2-4c66-adc8-6dbb5fb53c65,ae86aa6d-3e87-4a2a-81ed-6e34d4e56636,AST-FURN-CAB-00304,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,invoice,LabLine Scientific,PO-2021-0001,INV-2021-0838,3944.40,,,,not a warranty,application/pdf,348883,0.33,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2022-01-09 00:00:00+00,2022-01-09
75061bec-f486-4780-bab6-fcfe58de5c17,be876a33-d7c0-4e02-8380-c51b35ca0220,AST-IT-PC-00192,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,invoice,Delta Computer Supplies,PO-2022-0002,INV-2022-0694,19380.00,,,,not a warranty,application/pdf,157490,0.15,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2022-03-05 00:00:00+00,2022-03-05
039bb4a8-456d-42e3-9023-6502fa01021e,bb567931-c2a0-435a-9c53-b9a5fd409f8a,AST-IT-MONITOR-00030,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,retirement_evidence,,,,,,,,not a warranty,application/pdf,340000,0.32,clean,t,63cfd2c4-2600-45b5-8925-b1c9ff6c04ee,Hossam El-Deen,2026-09-21 12:36:10.142818+00,2026-09-21
338dc952-a08f-49f3-b4fb-5bc8a173006b,ec5aa83a-7dce-4464-9335-92d8a60b93f4,AST-FURN-CHAIR-00230,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,retirement_evidence,,,,,,,,not a warranty,application/pdf,340000,0.32,clean,t,63cfd2c4-2600-45b5-8925-b1c9ff6c04ee,Hossam El-Deen,2026-09-21 12:36:10.142818+00,2026-09-21
f7f781c9-4fae-4db4-95ff-6b704f22ff14,84680d23-d8b1-45bd-ba2d-92acc232d29f,AST-LAB-OSC-00286,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,manual,,,,,,,,not a warranty,application/pdf,3388784,3.23,clean,t,60694a33-64df-4703-bb1f-20bc3948e683,Hala Rashad,2026-09-21 12:36:10.142818+00,2026-09-21
9642f0ca-9ef5-4373-96f9-9049a879cc8e,a91c1213-d486-49c1-a3de-e25a79c1d1ef,AST-LAB-OSC-00118,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,warranty,Upper Egypt Office Works,,,,Service contract,2022-10-14,-1438,expired,application/pdf,107413,0.10,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2019-10-29 00:00:00+00,2019-10-29
183e609e-6d9a-4167-8b24-7994f189a64a,84680d23-d8b1-45bd-ba2d-92acc232d29f,AST-LAB-OSC-00286,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,warranty,Nile Tech Systems,,,,Supplier extended cover,2025-03-19,-551,expired,application/pdf,122510,0.12,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2023-04-03 00:00:00+00,2023-04-03
31ae6770-2574-4b09-b604-f2b9bcdec689,ec5aa83a-7dce-4464-9335-92d8a60b93f4,AST-FURN-CHAIR-00230,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,warranty,PowerGuard Energy,,,,Supplier extended cover,2022-04-12,-1623,expired,application/pdf,233672,0.22,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2020-04-26 00:00:00+00,2020-04-26
de15758b-41c4-42b6-81fe-13b3a0b3d587,b58f9d6d-c8c9-4699-bd97-a3c94ff9c340,AST-FURN-CHAIR-00398,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,warranty,Upper Egypt Office Works,,,,Supplier extended cover,2023-01-16,-1344,expired,application/pdf,118817,0.11,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2021-01-30 00:00:00+00,2021-01-30
22650076-9fcf-44a0-b71d-e55a6978f13b,bb567931-c2a0-435a-9c53-b9a5fd409f8a,AST-IT-MONITOR-00030,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,warranty,Delta Computer Supplies,,,,Manufacturer warranty,2022-11-19,-1402,expired,application/pdf,183493,0.17,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2020-12-03 00:00:00+00,2020-12-03
c83d7b87-0f99-4b64-9c14-f799638995f9,ade45384-6902-4859-b141-c33368d487e4,AST-IT-MONITOR-00174,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,warranty,PowerGuard Energy,,,,Manufacturer warranty,2027-05-03,224,covered,application/pdf,156960,0.15,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2025-05-17 00:00:00+00,2025-05-17
53da4501-eda2-478a-8ac5-c9e82e583d63,add37b45-f343-40dc-b32d-301bb1f11b6a,AST-IT-MONITOR-00342,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,warranty,PowerGuard Energy,,,,Manufacturer warranty,2025-08-30,-387,expired,application/pdf,224163,0.21,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2023-09-14 00:00:00+00,2023-09-14
7fd8e562-57a8-48e8-a958-2eac2224eac5,a91c1213-d486-49c1-a3de-e25a79c1d1ef,AST-LAB-OSC-00118,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,invoice,Upper Egypt Office Works,PO-2019-0042,INV-2019-0553,92340.00,,,,not a warranty,application/pdf,330658,0.32,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2019-10-29 00:00:00+00,2019-10-29
50ca398f-be37-4a50-b2a5-88d628e4efb8,84680d23-d8b1-45bd-ba2d-92acc232d29f,AST-LAB-OSC-00286,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,invoice,Nile Tech Systems,PO-2023-0028,INV-2023-0785,92340.00,,,,not a warranty,application/pdf,262241,0.25,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2023-04-03 00:00:00+00,2023-04-03
a3934dbe-84f0-4513-a595-5c4348ca2f85,ec5aa83a-7dce-4464-9335-92d8a60b93f4,AST-FURN-CHAIR-00230,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,invoice,PowerGuard Energy,PO-2020-0009,INV-2020-0579,3032.40,,,,not a warranty,application/pdf,243402,0.23,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2020-04-26 00:00:00+00,2020-04-26
b3f68a45-9cc7-448c-9a5b-51b3bccff8b8,b58f9d6d-c8c9-4699-bd97-a3c94ff9c340,AST-FURN-CHAIR-00398,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,invoice,Upper Egypt Office Works,PO-2021-0008,INV-2021-0581,3032.40,,,,not a warranty,application/pdf,415229,0.40,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2021-01-30 00:00:00+00,2021-01-30
599bbd5a-2d49-4925-9444-2d663c4418fe,3ed7d4f8-3cf0-473e-b99c-41174bfcb033,AST-IT-MONITOR-00006,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,invoice,Delta Computer Supplies,PO-2022-0025,INV-2022-0018,4446.00,,,,not a warranty,application/pdf,358753,0.34,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2022-01-28 00:00:00+00,2022-01-28
304fd116-e56c-4866-a1ea-399e3424318e,bb567931-c2a0-435a-9c53-b9a5fd409f8a,AST-IT-MONITOR-00030,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,invoice,Delta Computer Supplies,PO-2020-0015,INV-2020-0683,5540.40,,,,not a warranty,application/pdf,245292,0.23,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2020-12-03 00:00:00+00,2020-12-03
80c93453-8a8a-4dd1-968f-35d1ad6954d9,ade45384-6902-4859-b141-c33368d487e4,AST-IT-MONITOR-00174,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,invoice,PowerGuard Energy,PO-2025-0008,INV-2025-0717,5540.40,,,,not a warranty,application/pdf,151996,0.14,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2025-05-17 00:00:00+00,2025-05-17
bd82bb8a-be87-4ad4-bdd4-1ea6bbaac6b1,add37b45-f343-40dc-b32d-301bb1f11b6a,AST-IT-MONITOR-00342,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,invoice,PowerGuard Energy,PO-2023-0044,INV-2023-0073,4810.80,,,,not a warranty,application/pdf,125070,0.12,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2023-09-14 00:00:00+00,2023-09-14
f2b8793f-926d-41a8-b718-33590de5a2ba,5c69d63a-79af-4855-9496-8dbeddd207ad,AST-FAC-UPS-00018,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,manual,,,,,,,,not a warranty,application/pdf,1815827,1.73,clean,t,60694a33-64df-4703-bb1f-20bc3948e683,Hala Rashad,2026-09-21 12:36:10.142818+00,2026-09-21
58c519c7-f066-49a5-9abd-608042bcb0ef,e7d405e4-db4a-468d-8264-5e58464095a6,AST-IT-PC-00242,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,manual,,,,,,,,not a warranty,application/pdf,1840523,1.76,clean,t,60694a33-64df-4703-bb1f-20bc3948e683,Hala Rashad,2026-09-21 12:36:10.142818+00,2026-09-21
2927ba51-447c-4741-ab55-f4617454abd2,5c69d63a-79af-4855-9496-8dbeddd207ad,AST-FAC-UPS-00018,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,warranty,Delta Computer Supplies,,,,Service contract,2027-02-27,159,covered,application/pdf,164949,0.16,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2025-03-13 00:00:00+00,2025-03-13
c2a8532a-5f45-4785-abca-915b59b87c3b,89e43624-0d65-4ead-9c78-15a7b1de7d1c,AST-FAC-UPS-00186,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,warranty,Nile Tech Systems,,,,Service contract,2025-06-25,-453,expired,application/pdf,72326,0.07,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2023-07-10 00:00:00+00,2023-07-10
8002ab64-9a60-4923-85d7-3ca17089b7e2,8d82556a-4880-422b-925a-842e8f303d08,AST-FAC-UPS-00354,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,warranty,LabLine Scientific,,,,Service contract,2027-05-28,249,covered,application/pdf,88310,0.08,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2025-06-11 00:00:00+00,2025-06-11
88dc168b-bb6c-4560-9946-b3f166827313,6ab4df89-1b50-4b6a-962d-92d3ef5ddc4c,AST-IT-LAPTOP-00130,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,warranty,CoolAir Engineering,,,,Supplier extended cover,2023-02-02,-1327,expired,application/pdf,72976,0.07,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2020-02-17 00:00:00+00,2020-02-17
b3c79547-0b28-42b8-8dfd-6725812955f0,c6d03084-f5a9-424a-b550-03cded5331ad,AST-IT-LAPTOP-00298,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,warranty,Delta Computer Supplies,,,,Service contract,2022-06-30,-1544,expired,application/pdf,227098,0.22,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2020-07-14 00:00:00+00,2020-07-14
